datasetTitle,siteName,parentSiteName,latitude_Degree,longitude_Degree,plotArea_SquareMetre,plotWidth_Metre,plotLength_Metre,plotShape,siteVisitName,siteVisitStartDate,siteVisitEndDate,featureType,featureId,scientificName,stratumType,mostDominantSpecies,mostDominantSpeciesResultTime,mostDominantSpeciesMethod,secondMostDominantSpecies,secondMostDominantSpeciesResultTime,secondMostDominantSpeciesMethod,thirdMostDominantSpecies,thirdMostDominantSpeciesResultTime,thirdMostDominantSpeciesMethod
TERN Surveillance Monitoring,SAASTP0010,NA,-26.3667,135.582,10000.0,100.0,100.0,square,20120812,2012-08-12T00:00:00,2012-08-12T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53727-stratum-ground,N/A,Ground stratum,Eriochiton sclerolaenoides,2012-08-12T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Sclerolaena fontinalis,2012-08-12T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Enneapogon cylindricus,2012-08-12T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a
TERN Surveillance Monitoring,SAASTP0011,NA,-26.4805,135.458,10000.0,100.0,100.0,square,20120813,2012-08-13T00:00:00,2012-08-13T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53728-stratum-ground,N/A,Ground stratum,Enneapogon cylindricus,2012-08-13T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Sida sp.,2012-08-13T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,NA,NA,NA
TERN Surveillance Monitoring,SAASTP0012,NA,-26.6228,135.434,10000.0,100.0,100.0,square,20120814,2012-08-14T00:00:00,2012-08-14T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53729-stratum-ground,N/A,Ground stratum,Astrebla pectinata,2012-08-14T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Sclerolaena intricata,2012-08-14T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,NA,NA,NA
TERN Surveillance Monitoring,SAASTP0013,NA,-26.5741,135.307,10000.0,100.0,100.0,square,20120815,2012-08-15T00:00:00,2012-08-15T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53730-stratum-ground,N/A,Ground stratum,Astrebla pectinata,2012-08-15T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Sclerolaena intricata,2012-08-15T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Tripogonella loliiformis,2012-08-15T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a
TERN Surveillance Monitoring,SAASTP0019,NA,-28.4197,136.481,10000.0,100.0,100.0,square,20120917,2012-09-17T00:00:00,2012-09-17T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53731-stratum-ground,N/A,Ground stratum,Atriplex vesicaria,2012-09-17T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Astrebla pectinata,2012-09-17T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Enneapogon avenaceus,2012-09-17T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a
TERN Surveillance Monitoring,SAASTP0020,NA,-28.4376,136.459,10000.0,100.0,100.0,square,20120918,2012-09-18T00:00:00,2012-09-18T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53732-stratum-ground,N/A,Ground stratum,Aristida contorta,2012-09-18T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Atriplex vesicaria,2012-09-18T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Eragrostis falcata,2012-09-18T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a
TERN Surveillance Monitoring,SAASTP0021,NA,-28.4025,136.533,10000.0,100.0,100.0,square,20120918,2012-09-18T00:00:00,2012-09-18T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53733-stratum-ground,N/A,Ground stratum,Atriplex incrassata,2012-09-18T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,NA,NA,NA,NA,NA,NA
TERN Surveillance Monitoring,SAASTP0021,NA,-28.4025,136.533,10000.0,100.0,100.0,square,20120918,2012-09-18T00:00:00,2012-09-18T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53733-stratum-mid,N/A,Mid stratum,Atriplex incrassata,2012-09-18T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,NA,NA,NA,NA,NA,NA
TERN Surveillance Monitoring,SAASTP0025,NA,-27.9597,134.971,10000.0,100.0,100.0,square,20121019,2012-10-19T00:00:00,2012-12-20T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53734-stratum-ground,N/A,Ground stratum,Atriplex vesicaria,2012-10-19T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,NA,NA,NA,NA,NA,NA
TERN Surveillance Monitoring,SAASTP0025,NA,-27.9597,134.971,10000.0,100.0,100.0,square,20121019,2012-10-19T00:00:00,2012-12-20T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53734-stratum-mid,N/A,Mid stratum,Atriplex incrassata,2012-10-19T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,NA,NA,NA,NA,NA,NA
TERN Surveillance Monitoring,SAASTP0022,NA,-28.2056,134.536,10000.0,100.0,100.0,square,20121017,2012-10-17T00:00:00,2012-10-17T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53735-stratum-ground,N/A,Ground stratum,Atriplex vesicaria,2012-10-17T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Enneapogon cylindricus,2012-10-17T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Eriachne ovata,2012-10-17T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a
TERN Surveillance Monitoring,SAASTP0022,NA,-28.2056,134.536,10000.0,100.0,100.0,square,20121017,2012-10-17T00:00:00,2012-10-17T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53735-stratum-mid,N/A,Mid stratum,Maireana aphylla,2012-10-17T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,NA,NA,NA,NA,NA,NA
TERN Surveillance Monitoring,SAASTP0023,NA,-28.209,134.585,10000.0,100.0,100.0,square,20121018,2012-10-18T00:00:00,2012-12-18T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53736-stratum-ground,N/A,Ground stratum,Eriachne ovata,2012-10-18T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Leiocarpa sp.,2012-10-18T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Atriplex vesicaria,2012-10-18T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a
TERN Surveillance Monitoring,SAASTP0023,NA,-28.209,134.585,10000.0,100.0,100.0,square,20121018,2012-10-18T00:00:00,2012-12-18T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53736-stratum-mid,N/A,Mid stratum,Maireana aphylla,2012-10-18T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,NA,NA,NA,NA,NA,NA
TERN Surveillance Monitoring,SAASTP0024,NA,-27.9941,134.974,10000.0,100.0,100.0,square,20121019,2012-10-19T00:00:00,2012-12-19T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53737-stratum-ground,N/A,Ground stratum,Atriplex incrassata,2012-10-19T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,NA,NA,NA,NA,NA,NA
TERN Surveillance Monitoring,SAASTP0024,NA,-27.9941,134.974,10000.0,100.0,100.0,square,20121019,2012-10-19T00:00:00,2012-12-19T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53737-stratum-mid,N/A,Mid stratum,Atriplex incrassata,2012-10-19T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,NA,NA,NA,NA,NA,NA
TERN Surveillance Monitoring,SAASTP0026,NA,-27.7889,134.892,10000.0,100.0,100.0,square,20121020,2012-10-20T00:00:00,2012-10-20T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53738-stratum-ground,N/A,Ground stratum,Atriplex vesicaria,2012-10-20T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Sclerolaena intricata,2012-10-20T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,NA,NA,NA
TERN Surveillance Monitoring,SAASTP0026,NA,-27.7889,134.892,10000.0,100.0,100.0,square,20121020,2012-10-20T00:00:00,2012-10-20T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53738-stratum-mid,N/A,Mid stratum,Atriplex incrassata,2012-10-20T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,NA,NA,NA,NA,NA,NA
TERN Surveillance Monitoring,SAASTP0027,NA,-27.7372,134.844,10000.0,100.0,100.0,square,20121021,2012-10-21T00:00:00,2012-10-21T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53739-stratum-ground,N/A,Ground stratum,Sclerolaena intricata,2012-10-21T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Dissocarpus fontinalis,2012-10-21T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Atriplex vesicaria,2012-10-21T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a
TERN Surveillance Monitoring,SAASTP0029,NA,-28.0871,135.862,10000.0,100.0,100.0,square,20121023,2012-10-23T00:00:00,2012-10-23T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53741-stratum-ground,N/A,Ground stratum,Atriplex vesicaria,2012-10-23T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,NA,NA,NA,NA,NA,NA
TERN Surveillance Monitoring,SAAMDD0007,NA,-34.3623,139.5,10000.0,100.0,100.0,square,20110616,2011-06-16T00:00:00,2011-06-16T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53742-stratum-ground,N/A,Ground stratum,Carrichtera annua,2011-06-16T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Vittadinia gracilis,2011-06-16T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,NA,NA,NA
TERN Surveillance Monitoring,SAAMDD0007,NA,-34.3623,139.5,10000.0,100.0,100.0,square,20110616,2011-06-16T00:00:00,2011-06-16T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53742-stratum-mid,N/A,Mid stratum,Maireana sedifolia,2011-06-16T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Atriplex stipitata,2011-06-16T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,NA,NA,NA
TERN Surveillance Monitoring,SAAMDD0008,NA,-34.3417,139.508,10000.0,100.0,100.0,square,20110617,2011-06-17T00:00:00,2011-06-17T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53743-stratum-ground,N/A,Ground stratum,Eucalyptus gracilis,2011-06-17T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,NA,NA,NA,NA,NA,NA
TERN Surveillance Monitoring,SAAMDD0008,NA,-34.3417,139.508,10000.0,100.0,100.0,square,20110617,2011-06-17T00:00:00,2011-06-17T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53743-stratum-mid,N/A,Mid stratum,Eucalyptus gracilis,2011-06-17T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,NA,NA,NA,NA,NA,NA
TERN Surveillance Monitoring,SAAMDD0008,NA,-34.3417,139.508,10000.0,100.0,100.0,square,20110617,2011-06-17T00:00:00,2011-06-17T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53743-stratum-upper,N/A,Upper stratum,Eucalyptus gracilis,2011-06-17T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,NA,NA,NA,NA,NA,NA
TERN Surveillance Monitoring,SAAMDD0009,NA,-34.3579,139.486,10000.0,100.0,100.0,square,20110618,2011-06-18T00:00:00,2011-06-18T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53744-stratum-ground,N/A,Ground stratum,Austrostipa nullanulla,2011-06-18T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Atriplex stipitata,2011-06-18T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,NA,NA,NA
TERN Surveillance Monitoring,SAAMDD0009,NA,-34.3579,139.486,10000.0,100.0,100.0,square,20110618,2011-06-18T00:00:00,2011-06-18T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53744-stratum-mid,N/A,Mid stratum,Myoporum platycarpum,2011-06-18T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,NA,NA,NA,NA,NA,NA
TERN Surveillance Monitoring,SAAMDD0009,NA,-34.3579,139.486,10000.0,100.0,100.0,square,20110618,2011-06-18T00:00:00,2011-06-18T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53744-stratum-upper,N/A,Upper stratum,Eucalyptus porosa,2011-06-18T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,NA,NA,NA,NA,NA,NA
TERN Surveillance Monitoring,SAAMDD0011,NA,-34.32,139.53,10000.0,100.0,100.0,square,20110621,2011-06-21T00:00:00,2011-06-21T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53745-stratum-ground,N/A,Ground stratum,Carrichtera annua,2011-06-21T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Enchylaena tomentosa,2011-06-21T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Atriplex stipitata,2011-06-21T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a
TERN Surveillance Monitoring,SAAMDD0011,NA,-34.32,139.53,10000.0,100.0,100.0,square,20110621,2011-06-21T00:00:00,2011-06-21T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53745-stratum-mid,N/A,Mid stratum,Senna artemisioides subsp. x coriacea,2011-06-21T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Senna artemisioides subsp. x petiolaris,2011-06-21T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Myoporum platycarpum,2011-06-21T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a
TERN Surveillance Monitoring,NTAFIN0028,NA,-25.7699,133.393,10000.0,100.0,100.0,square,20120922,2012-09-22T00:00:00,2012-09-22T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53746-stratum-ground,N/A,Ground stratum,Atriplex vesicaria,2012-09-22T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Tripogonella loliiformis,2012-09-22T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Enneapogon avenaceus,2012-09-22T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a
TERN Surveillance Monitoring,NTAFIN0029,NA,-25.7375,133.439,10000.0,100.0,100.0,square,20120923,2012-09-23T00:00:00,2012-09-23T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53747-stratum-ground,N/A,Ground stratum,Enneapogon avenaceus,2012-09-23T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Tripogonella loliiformis,2012-09-23T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Eragrostis setifolia,2012-09-23T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a
TERN Surveillance Monitoring,NTAFIN0030,NA,-25.9481,133.781,10000.0,100.0,100.0,square,20121024,2012-10-24T00:00:00,2012-10-24T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53748-stratum-ground,N/A,Ground stratum,Fimbristylis dichotoma,2012-10-24T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Digitaria brownii,2012-10-24T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Enneapogon polyphyllus,2012-10-24T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a
TERN Surveillance Monitoring,NTAFIN0030,NA,-25.9481,133.781,10000.0,100.0,100.0,square,20121024,2012-10-24T00:00:00,2012-10-24T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53748-stratum-mid,N/A,Mid stratum,Acacia aptaneura,2012-10-24T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Acacia tetragonophylla,2012-10-24T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,NA,NA,NA
TERN Surveillance Monitoring,NTAFIN0031,NA,-25.8999,133.897,10000.0,100.0,100.0,square,20121025,2012-10-25T00:00:00,2012-10-25T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53749-stratum-ground,N/A,Ground stratum,Tripogonella loliiformis,2012-10-25T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Sclerolaena diacantha,2012-10-25T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Sida fibulifera,2012-10-25T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a
TERN Surveillance Monitoring,NTAFIN0031,NA,-25.8999,133.897,10000.0,100.0,100.0,square,20121025,2012-10-25T00:00:00,2012-10-25T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53749-stratum-mid,N/A,Mid stratum,Eremophila freelingii,2012-10-25T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,NA,NA,NA,NA,NA,NA
TERN Surveillance Monitoring,NTAFIN0032,NA,-23.9538,133.923,10000.0,100.0,100.0,square,20121101,2012-11-01T00:00:00,2012-11-01T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53750-stratum-ground,N/A,Ground stratum,Eragrostis eriopoda subsp. Red earth (D.J.Nelson 1651) NT Herbarium,2012-11-01T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Triodia pungens,2012-11-01T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Digitaria brownii,2012-11-01T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a
TERN Surveillance Monitoring,NTAFIN0032,NA,-23.9538,133.923,10000.0,100.0,100.0,square,20121101,2012-11-01T00:00:00,2012-11-01T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53750-stratum-mid,N/A,Mid stratum,Acacia aneura,2012-11-01T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Acacia paraneura,2012-11-01T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,NA,NA,NA
TERN Surveillance Monitoring,NTAFIN0033,NA,-24.0337,133.972,10000.0,100.0,100.0,square,20121106,2012-11-06T00:00:00,2012-11-06T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53751-stratum-ground,N/A,Ground stratum,Cenchrus ciliaris,2012-11-06T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Aristida holathera,2012-11-06T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,NA,NA,NA
TERN Surveillance Monitoring,NTAFIN0033,NA,-24.0337,133.972,10000.0,100.0,100.0,square,20121106,2012-11-06T00:00:00,2012-11-06T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53751-stratum-mid,N/A,Mid stratum,Acacia estrophiolata,2012-11-06T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Senna artemisioides subsp. filifolia,2012-11-06T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,NA,NA,NA
TERN Surveillance Monitoring,NTAFIN0033,NA,-24.0337,133.972,10000.0,100.0,100.0,square,20121106,2012-11-06T00:00:00,2012-11-06T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53751-stratum-upper,N/A,Upper stratum,Acacia estrophiolata,2012-11-06T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,NA,NA,NA,NA,NA,NA
TERN Surveillance Monitoring,SATFLB0008,NA,-32.321,137.954,10000.0,100.0,100.0,square,20120823,2012-08-23T00:00:00,2012-08-23T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53752-stratum-ground,N/A,Ground stratum,Triodia scariosa,2012-08-23T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Gonocarpus elatus,2012-08-23T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Xanthorrhoea quadrangulata,2012-08-23T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a
TERN Surveillance Monitoring,SATFLB0008,NA,-32.321,137.954,10000.0,100.0,100.0,square,20120823,2012-08-23T00:00:00,2012-08-23T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53752-stratum-mid,N/A,Mid stratum,Cassinia laevis,2012-08-23T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Casuarina pauper,2012-08-23T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Xanthorrhoea quadrangulata,2012-08-23T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a
TERN Surveillance Monitoring,SATFLB0009,NA,-32.3105,137.968,10000.0,100.0,100.0,square,20120824,2012-08-24T00:00:00,2012-08-24T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53753-stratum-ground,N/A,Ground stratum,Wurmbea biglandulosa subsp. flindersica,2012-08-24T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Cheilanthes sieberi subsp. sieberi,2012-08-24T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Casuarina pauper,2012-08-24T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a
TERN Surveillance Monitoring,SATFLB0009,NA,-32.3105,137.968,10000.0,100.0,100.0,square,20120824,2012-08-24T00:00:00,2012-08-24T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53753-stratum-mid,N/A,Mid stratum,Cassinia laevis,2012-08-24T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Xanthorrhoea quadrangulata,2012-08-24T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Casuarina pauper,2012-08-24T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a
TERN Surveillance Monitoring,SATFLB0009,NA,-32.3105,137.968,10000.0,100.0,100.0,square,20120824,2012-08-24T00:00:00,2012-08-24T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53753-stratum-upper,N/A,Upper stratum,Eucalyptus cladocalyx,2012-08-24T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,NA,NA,NA,NA,NA,NA
TERN Surveillance Monitoring,SATFLB0011,NA,-32.7484,138.136,10000.0,100.0,100.0,square,20120826,2012-08-26T00:00:00,2012-08-26T00:00:00,vegetation stratum,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53754-stratum-ground,N/A,Ground stratum,Astroloma humifusum,2012-08-26T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Dianella revoluta var. revoluta,2012-08-26T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a,Lomandra densiflora,2012-08-26T00:00:00,http://linked.data.gov.au/def/ausplots-cv/d5685cab-13e7-4939-9d77-1cca9254207a
