"record_id","area","line","number_replicates","tag","x_coordinate","y_coordinate","species_code","species","family","map","dead","height_map","height_1980","height_1986","height_1992","height_1998","height_2006","height_2013","girth_map","girth_1978","girth_1986","girth_1992","girth_1996","girth_2006","girth_2013","index_1","index_2","index_3","index_4","absx","absy","comment"
32,"2","1",1,2753,14,24.6,83,"Atractocarpus benthamiana","Rubiaceae",1963,2017,NA,NA,NA,NA,NA,NA,NA,14.1,14.5,14.9,14.5,14.5,16.5,16.1,NA,NA,NA,NA,339,190.6,"Leaning 2000; 2006 flat on ground, girth between 0ils, but should not count for area of wood at bh. Measured at tag, flat on ground in 2013. Decaying and dead 2017."
87,"2","1",1,3786,34.6,5.1,47,"Elattostachys nervosa","Sapindaceae",1965,2017,2.5,3.3,3.5,3.7,4.2,4.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.6,171.1,"2013 under log"
112,"2","1",1,5317,40,7.3,22,"Cinnamomum virens","Lauraceae",1965,2017,3,3.1,4.1,3,3.1,1.6,2.2,NA,NA,NA,NA,NA,NA,NA,NA,"9",NA,NA,365,173.3,""
140,"2","1",1,2763,52,1,25,"Pittosporum multiflorum","Pittosporaceae",1963,2017,NA,NA,NA,NA,NA,NA,NA,5.7,5.7,5.7,4,4.8,3.9,3.9,"1",NA,NA,NA,377,167,"2 stems; 2006 other stem 3.0. Bent by tree fall, measured along trunk at 51"", 2nd stem dead in 2013. No second stem seen in 2017, plant dead"
141,"2","1",1,3791.1,52,1,47,"Elattostachys nervosa","Sapindaceae",1969,2017,2,1.7,NA,2.8,3.2,3.3,2.9,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,377,167,""
197,"2","1",1,7639,63.8,1.1,22,"Cinnamomum virens","Lauraceae",1963,2017,3,4,4.5,3.8,3.8,3.4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388.8,167.1,"Top dead,noleaf98; 2006 retag basal resprouts 2 stems. Crushed under tree fall 2017"
235,"2","1",1,3795,75.9,3.3,59,"Guioa semiglauca","Sapindaceae",1965,2017,4,5,6.2,4.2,3.7,4.5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400.9,169.3,"Bent, under vine in 94. no leaves in 2013"
277,"2","1",1,2771,82.6,6.2,31,"Cryptocarya triplinervis pubens","Lauraceae",1963,2017,NA,NA,NA,NA,NA,NA,NA,8.6,9.3,9.2,9.2,9.2,9.2,9.3,NA,NA,NA,NA,407.6,172.2,"fallen over and dead"
280,"2","1",1,5319,83.4,6.4,15,"Arytera distylis","Sapindaceae",1965,2017,6,6.1,6.3,5.3,4.6,3.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,"9",NA,NA,408.4,172.4,"Bent; 2006 top dead, bent by vine, resprouts. Basal resprout in 2013"
483,"2","1",1,7678,129.9,0.5,37,"Diploglottis australis","Sapindaceae",1963,2017,1.7,3.6,3.7,4.4,4.2,4.3,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454.9,166.5,"top dead resprout in 2013"
504,"2","1",1,7679,135.4,1,88,"Rhodomyrtus psidioides","Myrtaceae",1963,2017,1.7,4.1,4.6,6.6,6.4,6.2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460.4,167,"2006 tops dead. Basal resprout in 2013"
950,"2","1",1,20138,127.3,-2,70,"Notelaea longifolia","Oleaceae",1965,2017,8,13,13,12.8,12.8,14.1,15.1,NA,NA,NA,NA,4.7,2.3,NA,NA,NA,NA,NA,452.3,164,"2 stems old tag 3962; 2006 1 stem. [update to Gt tree?]"
953,"2","1",1,3962.4,126,-1,60,"Halfordia kendack","Rutaceae",1969,2017,0.3,NA,NA,10.7,11.5,12.8,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451,165,"top dead, resprout @3 ft in 2013"
1181,"2","1",1,5628,73,-2.2,92,"Solanum sporadotrichum","Solanaceae",1981,2017,0.3,NA,1,1.2,0.9,0.8,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398,163.8,"2006 bent , retag. Tree fall in 2017 = X 61 to 73 on negative Y"
1219,"2","1",1,3842,64.5,-3,69,"Mischocarpus pyriformis pyriformis","Sapindaceae",1965,2017,8,12,11.7,12,12.9,12.3,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389.5,163,"Crushed ? In 2017"
1285,"2","1",1,3858,49,0.5,93,"Stenocarpus salignus","Proteaceae",1965,2017,4,6,5.2,5.6,5.5,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374,166.5,"2006 basal resprout"
1297,"2","1",1,3859,44.3,-5.4,47,"Elattostachys nervosa","Sapindaceae",1965,2017,2.5,2.6,2.2,3,4.1,4.9,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369.3,160.6,"fallen over in 2013"
1361,"2","1",1,661.1,29,-24,55,"Ficus watkinsiana","Moraceae",1963,2017,NA,NA,NA,NA,NA,NA,NA,51,NA,105.8,81.4,NA,NA,NA,"1",NA,NA,NA,354,142,"Fig on 661.Not measured in 96; 2006 not measured but alive and thriving. Not measured in 2013 to large. Fallen over dead 2017"
1417,"2","1",1,5338,6.8,-8.1,22,"Cinnamomum virens","Lauraceae",1965,2017,7,10,9,8.7,8.1,8.2,8.1,NA,NA,NA,NA,NA,NA,NA,NA,"9",NA,NA,331.8,157.9,"Dead standing possible sucker 2.7ft in 2017."
1499,"2","2",1,4294,16.5,4.1,35,"Denhamia pittosporoides pittosporoides","Celastraceae",1965,2017,0.5,1,1.8,2.5,2.8,3.4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283.5,104.1,"Sp?"
1644,"2","2",1,139.1,50,20,197,NA,NA,1986,2017,NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,12.6,12.3,12.5,13,NA,NA,NA,NA,250,120,"86 GBH Leans 88. Snapped and dead 2017"
2597,"2","2",1,7575.1,173.7,-4.5,104,"Eupomatia bennettii","Eupomatiaceae",1969,2017,1.3,3.7,1.5,1.7,2.5,1.9,2.4,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,126.3,95.5,"Noleaves. manyleavesin96and98 2002noleaves; 2006 retag check sp0. dead standing in 2017"
2650,"2","2",1,5405,149.1,-6.2,22,"Cinnamomum virens","Lauraceae",1965,2017,6.5,8,8.4,10,10,9.9,10.8,NA,NA,NA,NA,NA,NA,NA,NA,"9",NA,NA,150.9,93.8,"dead in 2017 but possible sucker 3.5 ft tall"
2779,"2","2",1,1633,99,-0.3,83,"Atractocarpus benthamiana","Rubiaceae",1963,2017,NA,NA,NA,NA,NA,NA,NA,15,15.3,15.7,16,16.1,16.5,15.7,NA,NA,NA,NA,201,99.7,"fallen over and dead"
2832,"2","2",1,7546,73.6,-2.9,71,"Orites excelsus","Proteaceae",1963,2017,7,7,7.2,8.9,NA,NA,NA,NA,NA,NA,NA,3.3,3.7,4.8,NA,NA,NA,"1",226.4,97.1,"gbh=3.3 in 98"
3033,"2","2",1,4237,14.3,-3.1,69,"Mischocarpus pyriformis pyriformis","Sapindaceae",1965,2017,1.7,1.5,1.6,2.4,3,2.8,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285.7,96.9,""
3091,"2","3",1,4488,2.2,-0.2,47,"Elattostachys nervosa","Sapindaceae",1965,2017,2,2.4,2.3,1.9,2.3,1.2,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302.2,99.8,""
3138,"2","3",1,54,15,9.3,83,"Atractocarpus benthamiana","Rubiaceae",1963,2017,NA,NA,NA,NA,NA,NA,NA,18.6,18,18.5,18.4,18.3,18.3,17.1,NA,NA,NA,NA,315,109.3,"2002topdead lowerbranches ok; 2006 as in 2002. Fallen over dead 2017"
3295,"2","3",1,5427,55.4,9.9,22,"Cinnamomum virens","Lauraceae",1965,2017,6.5,4.5,4.7,4.7,6,6.8,6.6,NA,NA,NA,NA,NA,NA,NA,NA,"9",NA,NA,355.4,109.9,"bent by vine in 2013"
3352,"2","3",1,5645.2,79,4.5,1,"Caldcluvia paniculosa","Cunoniaceae",1981,2017,1,NA,3.7,3.9,4.1,4,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379,104.5,""
3378,"2","3",1,7840.1,95.5,0.1,73,"Phaleria chermsideana","Thymelaeaceae",1969,2017,0.7,1.5,1.7,1.8,1.6,1.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395.5,100.1,""
3386,"2","3",1,7841,98.8,0.6,93,"Stenocarpus salignus","Proteaceae",1963,2017,4,6,6.3,5.9,5.6,6,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398.8,100.6,"top dead basal resprout in 2013"
3389,"2","3",1,4616,100,0.1,69,"Mischocarpus pyriformis pyriformis","Sapindaceae",1965,2017,1.1,3.1,NA,3.2,3.1,3.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,100.1,""
3431,"2","3",1,4492,109,5.7,93,"Stenocarpus salignus","Proteaceae",1965,2017,2.9,7,7.8,6.8,9.3,9.6,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409,105.7,"2 stems in 98; 2006 one stem dead. 2017 no live leaves left, dead standing."
3448,"2","3",1,4494,112.5,4.9,47,"Elattostachys nervosa","Sapindaceae",1965,2017,1.1,4.1,5.5,6.3,6.2,6.3,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412.5,104.9,"bent by treefall in 2013"
3462,"2","3",1,7850,115.3,1.9,13,"Argyrodendron trifoliolatum","Malvaceae",1963,2017,0.7,2.8,2.7,NA,2.5,0.3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.3,101.9,"2006 top dead no leaves no basal resprout retag check sp0"
3526,"2","3",1,7864,125.5,2.2,59,"Guioa semiglauca","Sapindaceae",1963,2017,2.5,5,5,5.6,5.5,5.7,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425.5,102.2,"no leaves in 2017"
3543,"2","3",1,7870,130,0.5,47,"Elattostachys nervosa","Sapindaceae",1963,2017,3.6,3.5,3.9,5.4,4.8,5.2,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430,100.5,"Snapped near base in 2017"
3556,"2","3",1,7873,132.4,2.7,93,"Stenocarpus salignus","Proteaceae",1963,2017,3,3.7,2.8,2.8,2.8,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432.4,102.7,"2002bent resprout at base"
3648,"2","3",1,7905,158,2,69,"Mischocarpus pyriformis pyriformis","Sapindaceae",1963,2017,1.8,6.5,3.1,3.1,2.1,1.7,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458,102,"retag in 2000"
3700,"2","3",1,4525,181.2,0.5,69,"Mischocarpus pyriformis pyriformis","Sapindaceae",1965,2017,3,2.9,3.3,3.9,4.1,4.1,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,481.2,100.5,"no leaf in 94, leaves in 2000. Sick in 2013. Marked as dead in 2017 where no green leaves, just 2 dead leaves."
3764,"2","3",1,7929,208.2,1,69,"Mischocarpus pyriformis pyriformis","Sapindaceae",1963,2017,2,0.3,3,3,3,0.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508.2,101,"206 retag basal resprouts flattened by  log"
3872,"2","3",1,7943,246.9,0.5,37,"Diploglottis australis","Sapindaceae",1963,2017,1.5,3.1,2.9,3.4,3.2,3.4,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,546.9,100.5,"dead standing in 2017"
3884,"2","3",1,9500.9,250,1.5,81,"Psychotria simmondsiana glabrescens","Rubiaceae",1976,2017,0.1,0.3,0.6,NA,NA,0.6,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550,101.5,"1992dead 2002found ht=0.7; 2006 check sp0. Fallen branch in 2017"
3992,"2","3",1,5646.2,277.7,-5.2,50,"Syzygium ingens","Myrtaceae",1981,2017,0.5,NA,0.6,0.7,0.9,1.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577.7,94.8,""
4062,"2","3",1,8323.5,243.5,-3.6,6,"Actephila lindleyi","Phyllanthaceae",1988,2017,0.4,NA,NA,0.5,0.4,0.4,0.7,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,543.5,96.4,""
4346,"2","3",1,4588,124.6,-3.7,35,"Denhamia pittosporoides pittosporoides","Celastraceae",1965,2017,5,6,6.7,6.7,5.4,4.5,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424.6,96.3,"2006 top bent strangled by vine"
4348,"2","3",1,4589,123.5,-4.3,69,"Mischocarpus pyriformis pyriformis","Sapindaceae",1965,2017,5,7,7,7,9.5,8.8,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423.5,95.7,""
4380,"2","3",1,11250,112.5,-4.1,4,"Acronychia pubescens","Rutaceae",1969,2017,1.2,1.5,1.3,1.7,2.2,1.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412.5,95.9,"old tag 4599.2; 2006 top dead"
4405,"2","3",1,4606.1,106.7,-1.6,73,"Phaleria chermsideana","Thymelaeaceae",1969,2017,0.9,7,8.3,9.7,13.5,10.1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406.7,98.4,"2006 top bent. Top 7 ft dead, resprouting at 3 ft in 2013"
4421,"2","3",1,5440,102.6,-8.6,73,"Phaleria chermsideana","Thymelaeaceae",1965,2017,6.5,8,7,7.5,8.1,9.1,9.4,NA,NA,NA,NA,NA,NA,NA,NA,"9",NA,NA,402.6,91.4,"2017 dead standing"
4584,"2","3",1,4474,33.6,-2.3,13,"Argyrodendron trifoliolatum","Malvaceae",1965,2017,1.2,1.3,1.2,1.5,1.5,1.4,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333.6,97.7,""
5022,"2","4",1,4700,327.6,5.5,13,"Argyrodendron trifoliolatum","Malvaceae",1965,2017,0.6,1.2,1.1,0.8,1,1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,615.8,130.4,"half a leaf in 2013"
5230,"2","4",1,4716,339.7,5.1,69,"Mischocarpus pyriformis pyriformis","Sapindaceae",1965,2017,1,2,2.7,2.9,2.8,2.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,625.7,137.2,"2006 leaves dead. Resprout in 2013"
5338,"2","4",1,1957.1,344.6,6.1,100,"Wilkiea huegeliana","Monimiaceae",1978,2017,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,3.7,3.7,3.9,3.9,NA,NA,NA,NA,629.1,141,""
5343,"2","4",1,8015,344.9,1,15,"Arytera distylis","Sapindaceae",1963,2017,0.7,1.7,2.9,3.4,3.4,2.4,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632.4,137,"2006 bent by fallen branch"
5584,"2","4",1,1942,383.6,6,1,"Caldcluvia paniculosa","Cunoniaceae",1963,2017,NA,NA,NA,NA,NA,NA,NA,5,7.5,10,10.8,11.9,13.3,NA,NA,NA,"4",NA,660.5,164.1,"Broke 67,sprouts; 2006 recruit to big tree. Not measured in 2013"
5633,"2","4",1,4739,392.7,5,93,"Stenocarpus salignus","Proteaceae",1965,2017,1.8,3,3.8,2,2.1,1.7,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,668.4,168.7,"2006 retag"
5760,"2","4",1,5647.9,441,2,37,"Diploglottis australis","Sapindaceae",1981,2017,1.6,NA,1.7,1.8,1.3,0.3,0.6,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,709,195,"2002 no leaves; 2006 resprout"
5761,"2","4",1,5487.1,442,5.6,25,"Pittosporum multiflorum","Pittosporaceae",1969,2017,2.5,2.2,3.4,NA,3.9,4,4,NA,NA,NA,NA,NA,NA,NA,"2","8",NA,NA,707.7,198.5,""
5792,"2","4",1,5490.2,444.4,-5.1,37,"Diploglottis australis","Sapindaceae",1971,2017,4,0.7,1.6,2.2,2.6,2.9,2.9,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,716,191.3,"2006 laz from dead 2002"
5793,"2","4",1,5486.3,444,-2.9,13,"Argyrodendron trifoliolatum","Malvaceae",1971,2017,1,1.3,1.3,1.5,1.6,1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,714.3,192.8,""
5823,"2","4",1,6171,431.4,-3.3,50,"Syzygium ingens","Myrtaceae",1986,2017,0.4,NA,NA,1.3,2,2.3,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704.5,185,""
5851,"2","4",1,5492.3,419,-4.3,13,"Argyrodendron trifoliolatum","Malvaceae",1971,2017,3,2,NA,1.9,2,1.9,2.2,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,695.1,176.8,""
5901,"2","4",1,6255,404.7,-5,50,"Syzygium ingens","Myrtaceae",1990,2017,0.3,NA,NA,0.2,0.6,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,684,167.8,"was dead 2000, lazzed 2013"
5946,"2","4",1,6252.7,384.9,-1.8,50,"Syzygium ingens","Myrtaceae",1990,2017,0.3,NA,NA,0.4,0.5,0.6,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666.2,158.6,""
6335,"2","4",1,6250.6,327.7,-0.7,50,"Syzygium ingens","Myrtaceae",1990,2017,0.7,NA,NA,0.5,0.6,0.9,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619.5,125.4,""
6378,"2","4",1,4803,323.4,-4.2,13,"Argyrodendron trifoliolatum","Malvaceae",1965,2017,2,1.5,1.4,1.5,1.5,1.6,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618.2,120.1,""
6382,"2","4",1,4804,323,-4.1,90,"Sarcopteryx stipata","Sapindaceae",1965,2017,0.7,2.7,3,3.6,3.6,3.9,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,617.8,119.9,""
6513,"2","4",1,4835,306.6,-3.8,69,"Mischocarpus pyriformis pyriformis","Sapindaceae",1965,2017,2.5,3.2,3.4,3.3,3.2,0.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,604.4,110.4,"2002Top dead resprout 1 leaf; 2006 2 resprouts retag. Resprout in 2013"
6722,"2","5",1,3026,16.9,5,22,"Cinnamomum virens","Lauraceae",1963,2017,NA,NA,NA,NA,NA,NA,NA,10,10.3,11.2,10.6,10.8,11.2,11.3,NA,NA,NA,NA,725.5,210.9,"disappeared totally 2017"
6724,"2","5",1,3027,19.3,8,6,"Actephila lindleyi","Phyllanthaceae",1963,2017,NA,NA,NA,NA,NA,NA,NA,7.8,8.3,8.5,8.5,8.6,8.3,8.8,NA,NA,NA,NA,725.6,214.7,"Snapped  at 3m by treefall off plot"
6727,"2","5",1,3030.1,29,7.6,6,"Actephila lindleyi","Phyllanthaceae",1989,2017,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4.3,4.6,5.6,8.5,NA,NA,NA,NA,733.7,220.2,"with vines in 2013. Smashed by huge treefall from untagged tree off plot"
6729,"2","5",1,3030,31.6,7.6,22,"Cinnamomum virens","Lauraceae",1963,2017,NA,NA,NA,NA,NA,NA,NA,16.5,17,17.5,17.2,17,17,17.6,NA,NA,NA,NA,735.7,221.7,"snapped at ground by big treefall from off plot"
6731,"2","5",1,5509,39.7,5.2,70,"Notelaea longifolia","Oleaceae",1965,2017,1.8,5,NA,5.9,5.5,6.7,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,743.7,224.6,"2017 crushed under fallen tree"
7309,"2","5",1,306,90,-14.3,80,"Pseudoweinmannia lachnocarpa","Cunoniaceae",1963,2017,NA,NA,NA,NA,NA,NA,NA,72,70,71,70,69.5,71.4,79.7,NA,NA,NA,NA,795.7,238.9,"Measured at 6.5'in 96; 2006 large parts dead, top to bottom, but still leaves at top. Uprooted"
7326,"2","5",1,3059,40,-4.2,17,"Baloghia inophylla","Euphorbiaceae",1963,2017,NA,NA,NA,NA,NA,NA,NA,6.4,6.5,7,6.5,6.8,6.6,6.7,NA,NA,NA,NA,749.5,217.3,"Bent and broken by falling branch but alive"
7353,"2","6",1,5105,5.9,4.6,99,"Wilkiea austroqueenslandica","Monimiaceae",1965,2017,5.5,4.5,4.3,4.4,3.1,3.1,3.3,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,200.9,770.6,""
7508,"2","6",1,4849,31.6,5.8,93,"Stenocarpus salignus","Proteaceae",1965,2017,4,1.5,0.7,2.6,1,1.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.6,771.8,"under log in 98"
7596,"2","6",1,5118,41.9,4.4,25,"Pittosporum multiflorum","Pittosporaceae",1965,2017,1.4,1.5,1.5,1.9,2.1,1.7,1.6,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,241.9,770.4,""
7675,"2","6",1,19222,52.8,3.9,63,"Triunia youngiana","Proteaceae",1971,2017,0.6,0.5,NA,NA,NA,0.9,1,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,252.8,769.9,"old tag 7036.1"
7716,"2","6",1,1992,57.6,5.2,82,"Quintinia sieberi","Paracryphiaceae",1963,2017,NA,NA,NA,NA,NA,NA,NA,3.5,3.5,3.3,3.5,3.3,3.3,3.1,NA,NA,NA,NA,257.6,771.2,""
7725,"2","6",1,7041.1,59.7,4,88,"Rhodomyrtus psidioides","Myrtaceae",1971,2017,0.3,0.5,0.6,0.7,0.6,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259.7,770,""
7738,"2","6",1,4860,62.5,6,93,"Stenocarpus salignus","Proteaceae",1965,2017,3,1.8,1.3,0.9,NA,3.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262.5,772,"2006 laz from dead 1998 several stems sp. 93 seems good match. Undr log in 2013"
7776,"2","6",1,5702.7,65.3,2,6,"Actephila lindleyi","Phyllanthaceae",1981,2017,0.4,NA,NA,0.5,0.5,0.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,265.3,768,""
7826,"2","6",1,7059,69.3,2.4,6,"Actephila lindleyi","Phyllanthaceae",1963,2017,1.5,1.8,2.2,2.2,2.5,1.6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,269.3,768.4,"2006 top dead. Died back in 2013"
8131,"2","6",1,5174,97.9,4.1,100,"Wilkiea huegeliana","Monimiaceae",1965,2017,7,8.5,11.4,11.3,10.1,3,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.9,770.1,"2006 retag, broken by treefall resprouts at top. Resprouts tiny in 2013"
8187,"2","6",1,2020,107,9,6,"Actephila lindleyi","Phyllanthaceae",1963,2017,NA,NA,NA,NA,NA,NA,NA,5.5,5.5,5.7,5.6,5.8,NA,6.3,NA,NA,NA,NA,307,775,"2006  top off at 7', looks dead 5.6. killed in 2006, laz in 2013, resprout."
8302,"2","6",1,4900,142.3,4.9,93,"Stenocarpus salignus","Proteaceae",1965,2017,6,NA,1.2,1.3,1.4,1.2,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342.3,770.9,"2006 leans"
8423,"2","6",1,892,173.6,27,88,"Rhodomyrtus psidioides","Myrtaceae",1963,2017,NA,NA,NA,NA,NA,NA,NA,27,31.5,33.5,34.6,35.1,35.9,36.2,NA,NA,NA,NA,373.6,793,"broken off 2017"
8502,"2","6",1,7121,202.9,2.4,59,"Guioa semiglauca","Sapindaceae",1963,2017,4,NA,4,2,3.1,4.1,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402.9,768.4,""
8504,"2","6",1,8231.7,203,0.7,216,NA,NA,1988,2017,0.3,NA,NA,0.4,0.4,0.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,766.7,"2006 retag check sp. 2 plants"
8632,"2","6",1,8241.9,234,4.2,6,"Actephila lindleyi","Phyllanthaceae",1988,2017,0.2,NA,NA,0.3,0.4,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,434,770.2,"2006 retag"
8749,"2","6",1,7138.1,277.7,5.5,3,"Acronychia oblongifolia","Rutaceae",1969,2017,8,NA,NA,NA,NA,1.2,1.6,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,477.7,771.5,"was dead 78, lazzed 2002 ht=2.5 in 2002; 2006 as laz with misread number  top dead resprout. Laz as 7134.1"
9773,"2","6",1,1556,648.6,37,1,"Caldcluvia paniculosa","Cunoniaceae",1963,2017,NA,NA,NA,NA,NA,NA,NA,114,126,138,127.8,102.3,132.5,54.2,"1","9",NA,NA,848.6,803,"2 stems measrd at highest paint mark 96; 2006 at highest 0il, could not see paint. 1 stem main stem broken off, measured at 56"" on high side in 2013. Uprooted 2017"
9817,"2","6",1,8237.1,659.5,0.5,181,"Acronychia wilcoxiana","Rutaceae",1988,2017,0.7,NA,NA,1.3,1.7,1.1,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,859.5,766.5,"noleaves,s0pped off at 0.5 2000 retag 2002ht=0.5"
9844,"2","6",1,2277,665.3,6.9,17,"Baloghia inophylla","Euphorbiaceae",1963,2017,NA,NA,NA,NA,NA,NA,NA,6.1,6.5,6.8,7,6.5,6.6,6.7,NA,NA,NA,NA,865.3,772.9,"killed by treefall 2017"
9949,"2","6",1,1086,698.6,27,90,"Sarcopteryx stipata","Sapindaceae",1963,2017,NA,NA,NA,NA,NA,NA,NA,23,23.8,24,25,25.7,25.3,25,NA,NA,NA,NA,898.6,793,"missing in 2017"
9985,"2","6",1,7273,706.3,0.8,53,"Eupomatia laurina","Eupomatiaceae",1963,2017,4,3.5,7.3,11,11.5,13.3,NA,NA,NA,NA,NA,NA,3.3,3.6,NA,NA,NA,NA,906.3,766.8,"2006 gbh=3.3 Recruit to small tree"
10039,"2","6",1,3350,734,2.4,17,"Baloghia inophylla","Euphorbiaceae",1965,2017,8,10,10,9,8.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,934,768.4,"2006 top broken. not measured in 2013, area covered by fallen tree, probably dead"
10041,"2","6",1,5227.1,735,0.5,5,"Acronychia suberosa","Rutaceae",1969,2017,0.5,1.7,3.1,4.3,4.7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,935,766.5,"not measured in 2013, area covered by fallen tree, probably dead"
10058,"2","6",1,12461,744.5,2.3,51,"Syzygium crebrinerve","Myrtaceae",1986,2017,0.1,NA,NA,0.7,1.4,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,944.5,768.3,"not measured in 2013, area covered by fallen tree, probably dead"
10092,"2","6",1,2326,754.9,6,63,"Triunia youngiana","Proteaceae",1963,2017,NA,NA,NA,NA,NA,NA,NA,4.1,4.8,4.8,3.6,4.6,2.9,4.4,NA,NA,NA,NA,954.9,772,"2 stems ; 2006 leans second stem 2.7; 2013 2nd stem = 3.5"
10183,"2","6",1,1564,801.6,-12,48,"Emmenosperma alphitoniodies","Rhamnaceae",1963,2017,NA,NA,NA,NA,NA,NA,NA,85,100,91,96,90.5,92,92.1,NA,"9",NA,NA,1001.6,754,"2006 leans. Fallen and uprooted"
