"record_id","area","line","number_replicates","tag","x_coordinate","y_coordinate","species_code","species","family","map","dead","height_map","height_1980","height_1986","height_1992","height_1998","height_2006","height_2013","girth_map","girth_1978","girth_1986","girth_1992","girth_1996","girth_2006","girth_2013","index_1","index_2","index_3","index_4","absx","absy","comment"
39413,"2","7",1,21454,1059.1,-1.1,50,"Syzygium ingens","Myrtaceae",2013,2017,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740.9,700.8,"2 stems in 2013"
39416,"2","7",1,21455,1062.2,-0.5,0,NA,NA,2013,2017,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,737.8,701.5,"Rutaceae"
39419,"2","7",1,21344,1069,0.3,1,"Caldcluvia paniculosa","Cunoniaceae",2013,2017,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,731,702.3,"under large treefall in 2013"
39421,"2","7",1,21456,1079.2,0.6,90,"Sarcopteryx stipata","Sapindaceae",2013,2017,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720.8,702.7,"older, never tagged?"
39422,"2","7",1,21457,1079.3,-1.9,90,"Sarcopteryx stipata","Sapindaceae",2013,2017,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720.7,700.2,""
39423,"2","7",1,21345,1079.5,0.9,37,"Diploglottis australis","Sapindaceae",2013,2017,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720.5,703,""
39424,"2","7",5,21346,1079.5,3.2,83,"Atractocarpus benthamiana","Rubiaceae",2013,2017,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720.5,705.3,""
39427,"2","7",1,21459,1086.8,-0.7,97,"Synoum glandulosum","Meliaceae",2013,2017,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,713.2,701.5,""
39429,"2","7",1,21349,1088.2,3.3,0,NA,NA,2013,2017,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,711.8,705.5,"resprout laz?"
39432,"2","7",1,21460,1094.5,-3.9,50,"Syzygium ingens","Myrtaceae",2013,2017,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705.5,698.3,""
39434,"2","7",1,21353,1097,1.5,59,"Guioa semiglauca","Sapindaceae",2013,2017,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703,703.7,""
39435,"2","7",1,21352,1097.5,2,0,NA,NA,2013,2017,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,702.5,704.2,"same as 21458"
39442,"2","7",1,21357,1131.9,2.8,83,"Atractocarpus benthamiana","Rubiaceae",2013,2017,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,668.1,705.3,""
39444,"2","7",1,21358,1149.9,3.7,0,NA,NA,2013,2017,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650.1,706.3,"specimen taken"
39447,"2","7",1,21359,1157.7,1.5,13,"Argyrodendron trifoliolatum","Malvaceae",2013,2017,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,642.3,704.2,""
39448,"2","7",1,21464,1159,-4.2,47,"Elattostachys nervosa","Sapindaceae",2013,2017,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641,698.5,""
39449,"2","7",1,21465,1159.4,-1.7,37,"Diploglottis australis","Sapindaceae",2013,2017,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640.6,701,""
39450,"2","7",1,21360,1162.2,1.6,90,"Sarcopteryx stipata","Sapindaceae",2013,2017,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637.8,704.3,""
39452,"2","7",1,21467,1166.7,-1.8,37,"Diploglottis australis","Sapindaceae",2013,2017,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633.3,701,""
39453,"2","7",1,21468,1170.6,-2.1,59,"Guioa semiglauca","Sapindaceae",2013,2017,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629.4,700.7,""
39458,"2","7",1,21472,1198.6,-1.6,0,NA,NA,2013,2017,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,601.4,701.4,"same as 21471. possibly laz of tag 9532.4?"
39462,"2","7",1,21361,1213.7,5.6,100,"Wilkiea huegeliana","Monimiaceae",2013,2017,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,586.3,708.7,"Fallen tree in 2017"
39468,"2","7",1,21474,1239.5,-4.9,37,"Diploglottis australis","Sapindaceae",2013,2017,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560.5,698.4,""
39471,"2","7",1,21476,1256.9,-1.4,100,"Wilkiea huegeliana","Monimiaceae",2013,2017,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543.1,702,""
39472,"2","7",1,1351.1,1260.5,3.5,61,"Harpullia alata","Sapindaceae",2006,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,28.2,NA,NA,NA,NA,539.5,707,"2006 laz not in data set with  position. tagged previously.  In next survey after 2013, change tag in field and database to 1351.2. Deleted in 2017"
39473,"2","7",1,1352.2,1264,3,0,NA,NA,2006,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536,706.5,"2006 new recruit leaf but no other information x,y is for 1352, nor record for 1352.1 so look for it too. Not found in 2013, not found in 2017, presumed dead"
39484,"2","7",1,2605.2,1305.1,4.8,4,"Acronychia pubescens","Rutaceae",2013,2017,NA,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494.9,708.6,"RBG 2013, but tagged with existing number. Replace tag in field and in database with 2605.4 next survey. Not found in 2017"
39488,"2","7",1,21365,1316,0.9,97,"Synoum glandulosum","Meliaceae",2013,2017,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,484,704.8,""
39493,"2","7",1,21479,1332.3,-2.9,0,NA,NA,2013,2017,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467.7,701.1,""
39498,"2","7",1,21366,1349.1,5,12,"Argyrodendron actinophyllum","Malvaceae",2013,2017,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.9,709.1,""
39499,"2","7",1,21367,1349.2,2.8,59,"Guioa semiglauca","Sapindaceae",2013,2017,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.8,706.9,""
39501,"2","7",1,21480,1354.6,-4.1,12,"Argyrodendron actinophyllum","Malvaceae",2013,2017,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.4,700.1,""
39502,"2","7",1,21481,1355.2,-2.4,12,"Argyrodendron actinophyllum","Malvaceae",2013,2017,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444.8,701.8,""
39504,"2","7",1,21368,1362.9,0.5,12,"Argyrodendron actinophyllum","Malvaceae",2013,2017,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437.1,704.7,""
39505,"2","7",1,21482,1366.8,-0.6,12,"Argyrodendron actinophyllum","Malvaceae",2013,2017,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,433.2,703.7,""
39506,"2","7",1,21485,1370.2,-0.2,12,"Argyrodendron actinophyllum","Malvaceae",2013,2017,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429.8,704.1,""
39507,"2","7",1,21484,1370.5,-1.9,12,"Argyrodendron actinophyllum","Malvaceae",2013,2017,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429.5,702.4,""
39509,"2","7",1,21370,1371.4,4.2,59,"Guioa semiglauca","Sapindaceae",2013,2017,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.6,708.5,""
39510,"2","7",1,21483,1371.5,-2.9,12,"Argyrodendron actinophyllum","Malvaceae",2013,2017,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.5,701.4,""
39511,"2","7",2,21371,1371.5,3.3,12,"Argyrodendron actinophyllum","Malvaceae",2013,2017,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.5,707.6,""
39512,"2","7",1,21372,1373.4,2.4,12,"Argyrodendron actinophyllum","Malvaceae",2013,2017,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426.6,706.7,""
39513,"2","7",1,21486,1377,-5.4,59,"Guioa semiglauca","Sapindaceae",2013,2017,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423,698.9,""
39514,"2","7",1,NA,1379.3,-1.6,83,"Atractocarpus benthamiana","Rubiaceae",2013,2017,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420.7,702.7,""
39515,"2","7",1,21487,1382.2,-0.5,59,"Guioa semiglauca","Sapindaceae",2013,2017,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417.8,703.9,""
39518,"2","7",1,21488,1387.2,-3.9,12,"Argyrodendron actinophyllum","Malvaceae",2013,2017,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412.8,700.5,""
39519,"2","7",1,21374,1392.1,4.4,37,"Diploglottis australis","Sapindaceae",2013,2017,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407.9,708.8,""
39521,"2","7",1,21375,1400,2.8,59,"Guioa semiglauca","Sapindaceae",2013,2017,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,707.3,""
39525,"2","7",1,1425.1,1417,-25.7,0,NA,NA,2013,2017,NA,NA,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383,678.9,"deleted in 2017 as duplicate record of RcID39523"
39526,"2","7",1,21376,1422.2,3.4,47,"Elattostachys nervosa","Sapindaceae",2013,2017,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377.8,708.1,"cannot laz"
39527,"2","7",1,21377,1422.9,3,59,"Guioa semiglauca","Sapindaceae",2013,2017,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377.1,707.7,"cannot laz"
39530,"2","7",1,21378,1424.2,1.9,12,"Argyrodendron actinophyllum","Malvaceae",2013,2017,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375.8,706.6,""
39531,"2","7",1,21490,1424.6,-0.3,73,"Phaleria chermsideana","Thymelaeaceae",2013,2017,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375.4,704.4,"cannot laz"
39533,"2","7",1,21491,1426.3,-1.2,39,"Tasmannia insipida","Winteraceae",2013,2017,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373.7,703.5,""
39535,"2","7",1,21493,1438.8,-3.1,70,"Notelaea longifolia","Oleaceae",2013,2017,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361.2,701.7,""
39536,"2","7",1,21492,1443.4,-1.9,12,"Argyrodendron actinophyllum","Malvaceae",2013,2017,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356.6,702.9,""
39538,"2","7",1,21381,1445.5,2,27,"Clerodendrum floribundum","Lamiaceae",2013,2017,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354.5,706.8,""
39549,"2","7",1,21500,1456.5,-1.9,37,"Diploglottis australis","Sapindaceae",2013,2017,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343.5,703,""
39550,"2","7",6,NA,1459,-3.1,83,"Atractocarpus benthamiana","Rubiaceae",2013,2017,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341,701.8,""
39552,"2","7",1,21501,1459.8,-4.2,90,"Sarcopteryx stipata","Sapindaceae",2013,2017,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340.2,700.7,""
39553,"2","7",1,21502,1460.4,-0.6,37,"Diploglottis australis","Sapindaceae",2013,2017,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339.6,704.4,""
39554,"2","7",1,21388,1460.5,5.1,85,"Myrsine subsessilis cryptostemon","Primulaceae",2013,2017,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339.5,710.1,""
39557,"2","7",1,21503,1461.7,-4.3,183,"Alectryon subcinereus","Sapindaceae",2013,2017,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338.3,700.7,"chk sp"
39558,"2","7",1,21505,1462.7,-4.5,27,"Clerodendrum floribundum","Lamiaceae",2013,2017,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337.3,700.5,""
39560,"2","7",1,21391,1463.3,2.9,97,"Synoum glandulosum","Meliaceae",2013,2017,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336.7,707.9,""
39561,"2","7",1,21393,1466.3,5.6,85,"Myrsine subsessilis cryptostemon","Primulaceae",2013,2017,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333.7,710.6,""
39562,"2","7",1,21392,1466.5,1.2,100,"Wilkiea huegeliana","Monimiaceae",2013,2017,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333.5,706.2,""
39563,"2","7",1,21397,1470.5,4.1,59,"Guioa semiglauca","Sapindaceae",2013,2017,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329.5,709.1,""
39564,"2","7",1,21396,1471,1.4,183,"Alectryon subcinereus","Sapindaceae",2013,2017,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329,706.4,"chk sp"
39566,"2","7",1,21506,1471.6,-0.1,37,"Diploglottis australis","Sapindaceae",2013,2017,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328.4,704.9,""
39568,"2","7",1,21398,1475.6,4.4,59,"Guioa semiglauca","Sapindaceae",2013,2017,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324.4,709.5,""
39569,"2","7",1,21399,1478,4.4,85,"Myrsine subsessilis cryptostemon","Primulaceae",2013,2017,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322,709.5,""
39570,"2","7",1,21601,1480.8,3.9,12,"Argyrodendron actinophyllum","Malvaceae",2013,2017,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319.2,709,""
39572,"2","7",1,21508,1486.4,-0.2,37,"Diploglottis australis","Sapindaceae",2013,2017,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313.6,704.9,""
39574,"2","7",1,21602,1491.8,2.6,26,"Citronella moorei","Cardiopteridaceae",2013,2017,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308.2,707.8,""
39575,"2","7",1,21603,1492.2,2.6,100,"Wilkiea huegeliana","Monimiaceae",2013,2017,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307.8,707.8,""
39576,"2","7",1,21604,1493.3,5.7,100,"Wilkiea huegeliana","Monimiaceae",2013,2017,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306.7,710.9,""
39577,"2","7",1,21605,1493.9,5.7,100,"Wilkiea huegeliana","Monimiaceae",2013,2017,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306.1,710.9,""
39578,"2","7",1,21606,1498.2,4.9,37,"Diploglottis australis","Sapindaceae",2013,2017,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.8,710.1,""
39579,"2","7",1,21607,1499.4,4.2,71,"Orites excelsus","Proteaceae",2013,2017,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.6,709.4,""
39580,"2","7",1,21608,1499.7,3.9,70,"Notelaea longifolia","Oleaceae",2013,2017,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.3,709.1,""
39581,"2","7",1,21510,1499.9,-0.2,100,"Wilkiea huegeliana","Monimiaceae",2013,2017,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.1,705,""
39583,"2","7",1,21609,1503.6,1,2,"Sarcomelicope simplicifolia (simplicifolia)","Rutaceae",2013,2017,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.4,706.3,""
39584,"2","7",1,21613,1504.2,1.2,92,"Solanum sporadotrichum","Solanaceae",2013,2017,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.8,706.5,""
39588,"2","7",1,21511,1506,-1.2,12,"Argyrodendron actinophyllum","Malvaceae",2013,2017,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,704.1,""
39589,"2","7",1,21512,1508.3,-3.4,92,"Solanum sporadotrichum","Solanaceae",2013,2017,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291.7,701.9,""
39592,"2","7",1,21515,1513,-4.4,2,"Sarcomelicope simplicifolia (simplicifolia)","Rutaceae",2013,2017,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287,700.9,""
39593,"2","7",1,21519,1513.8,-3.9,71,"Orites excelsus","Proteaceae",2013,2017,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286.2,701.5,""
39598,"2","7",1,21618,1528.6,4.3,27,"Clerodendrum floribundum","Lamiaceae",2013,2017,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.4,709.8,""
39599,"2","7",1,21521,1530.1,-2.5,90,"Sarcopteryx stipata","Sapindaceae",2013,2017,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.9,703,""
39600,"2","7",1,21522,1531,-3.3,90,"Sarcopteryx stipata","Sapindaceae",2013,2017,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,702.2,""
39601,"2","7",1,21523,1532.5,-1.6,27,"Clerodendrum floribundum","Lamiaceae",2013,2017,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.5,703.9,""
39602,"2","7",1,21619,1538.8,1.9,90,"Sarcopteryx stipata","Sapindaceae",2013,2017,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261.2,707.4,""
39604,"2","7",1,21525,1540.4,-1.7,27,"Clerodendrum floribundum","Lamiaceae",2013,2017,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259.6,703.9,""
39605,"2","7",1,21620,1544.1,4.8,26,"Citronella moorei","Cardiopteridaceae",2013,2017,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255.9,710.4,""
39607,"2","7",1,21526,1548.3,-1.1,26,"Citronella moorei","Cardiopteridaceae",2013,2017,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251.7,704.5,""
39609,"2","7",1,NA,1551.7,0.1,71,"Orites excelsus","Proteaceae",2013,2017,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248.3,705.7,""
39611,"2","7",1,21527,1576.3,-0.7,29,"Cryptocarya glaucescens","Lauraceae",2013,2017,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.7,705.1,""
39612,"2","7",1,21623,1576.5,2.8,29,"Cryptocarya glaucescens","Lauraceae",2013,2017,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.5,708.6,""
39614,"2","7",1,21624,1581.1,3.5,4,"Acronychia pubescens","Rutaceae",2013,2017,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218.9,709.4,""
39615,"2","7",1,21533,1582,0.3,0,NA,NA,2013,2017,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,706.2,"chk sp and laz"
39617,"2","7",1,21626,1583.1,3.5,27,"Clerodendrum floribundum","Lamiaceae",2013,2017,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216.9,709.4,""
39619,"2","7",1,21625,1583.2,3.2,71,"Orites excelsus","Proteaceae",2013,2017,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216.8,709.1,""
39622,"2","7",1,21631,1587,0.3,71,"Orites excelsus","Proteaceae",2013,2017,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,706.2,""
39623,"2","7",1,21632,1587.9,2.3,4,"Acronychia pubescens","Rutaceae",2013,2017,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.1,708.2,""
39624,"2","7",1,21635,1588,4.6,37,"Diploglottis australis","Sapindaceae",2013,2017,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,710.5,""
39626,"2","7",1,21529,1588.2,-0.8,85,"Myrsine subsessilis cryptostemon","Primulaceae",2013,2017,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.8,705.1,""
39627,"2","7",1,21633,1588.4,1.5,71,"Orites excelsus","Proteaceae",2013,2017,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.6,707.4,""
39628,"2","7",1,21530,1589.1,-0.6,90,"Sarcopteryx stipata","Sapindaceae",2013,2017,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210.9,705.3,""
39630,"2","7",1,21531,1590.5,-0.3,71,"Orites excelsus","Proteaceae",2013,2017,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.5,705.6,""
39632,"2","7",1,21535,1591,-4.5,4,"Acronychia pubescens","Rutaceae",2013,2017,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,701.4,""
39633,"2","7",1,21539,1591,-2.5,71,"Orites excelsus","Proteaceae",2013,2017,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,703.4,""
39635,"2","7",1,21538,1591.1,-1.8,38,"Doryphora sassafras","Atherospermataceae",2013,2017,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208.9,704.1,""
39638,"2","7",1,21636,1592,3.5,37,"Diploglottis australis","Sapindaceae",2013,2017,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,709.4,""
39639,"2","7",1,21540,1593.2,-4.5,27,"Clerodendrum floribundum","Lamiaceae",2013,2017,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.8,701.4,""
39645,"2","7",1,21638,1595.3,1.2,38,"Doryphora sassafras","Atherospermataceae",2013,2017,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.7,707.2,""
39646,"2","7",1,21544,1595.7,-3.3,4,"Acronychia pubescens","Rutaceae",2013,2017,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.3,702.7,""
39647,"2","7",1,21639,1597.1,1.4,83,"Atractocarpus benthamiana","Rubiaceae",2013,2017,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.9,707.4,""
39648,"2","7",1,NA,1597.2,4.3,71,"Orites excelsus","Proteaceae",2013,2017,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.8,710.3,""
39650,"2","8",1,21641,1601.4,0.9,37,"Diploglottis australis","Sapindaceae",2013,2017,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.6,706.9,""
