ID,Site,Source,Habit6,Family,Genus,Species,Sub species,Lat*,Long*,Age<20?,Type of system,Type of system,EcoRegion,MAT,MAR,Tree height (m),Stem diameter at 10 cm height (cm),Stem diameter at 30 cm height (cm),Stem diameter at 50 cm height (cm),Stem diameter at 130 cm height (cm),Total AGB (DW kg),Total BGB (DW kg)_Estimated value based on adjustments to consider stump biomass & root excavation volume 
15857,Paul_Temora,Keryn Paul pers. com.,FShrub&Ac,,Melaleuca,NA,NA,-28.9,116.0,No,Natural, Remant ,"Mediterranean Forests, Woodlands and Scrub",20.14,307.12,4.70,29.00,30.19,25.73,NA,123.19,31.50
15858,Paul_Temora,Keryn Paul pers. com.,FShrub&Ac,,Melaleuca,NA,NA,-28.9,116.0,No,Natural, Remant ,"Mediterranean Forests, Woodlands and Scrub",20.14,307.12,4.30,21.10,19.50,18.47,NA,71.86,20.67
15859,Paul_Temora,Keryn Paul pers. com.,FShrub&Ac,,Melaleuca,NA,NA,-28.9,116.0,No,Natural, Remant ,"Mediterranean Forests, Woodlands and Scrub",20.14,307.12,4.90,24.80,23.27,22.17,NA,155.06,41.82
15860,Paul_Temora,Keryn Paul pers. com.,FShrub&Ac,,Melaleuca,NA,NA,-28.9,116.0,No,Natural, Remant ,"Mediterranean Forests, Woodlands and Scrub",20.14,307.12,4.60,7.20,6.60,5.80,NA,7.85,2.22
15861,Paul_Temora,Keryn Paul pers. com.,FShrub&Ac,,Melaleuca,NA,NA,-28.9,116.0,No,Natural, Remant ,"Mediterranean Forests, Woodlands and Scrub",20.14,307.12,4.50,13.97,13.42,13.10,NA,41.71,10.92
3656,Paul_Moorelands1996,"Paul, K.I., Roxburgh, S.H., England, J.R., et al., 2013a. Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings. Forest Ecology and Management 310, 483-494.",FShrub&Ac,Sapindaceae,Dodonaea,NA,NA,-35.3,139.6,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",15.84,374.43,2.20,10.48,NA,NA,NA,18.22,8.38
3664,Paul_Moorelands1996,"Paul, K.I., Roxburgh, S.H., England, J.R., et al., 2013a. Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings. Forest Ecology and Management 310, 483-494.",FShrub&Ac,Myrtaceae,Melaleuca,lanceolata,NA,-35.3,139.6,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",15.84,374.43,2.30,18.41,NA,NA,NA,31.85,12.68
3665,Paul_Moorelands1996,"Paul, K.I., Roxburgh, S.H., England, J.R., et al., 2013a. Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings. Forest Ecology and Management 310, 483-494.",FShrub&Ac,Myrtaceae,Melaleuca,lanceolata,NA,-35.3,139.6,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",15.84,374.43,2.00,16.51,NA,NA,NA,30.02,15.38
3676,Paul_Moorelands1996,"Paul, K.I., Roxburgh, S.H., England, J.R., et al., 2013a. Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings. Forest Ecology and Management 310, 483-494.",FShrub&Ac,Myrtaceae,Melaleuca,lanceolata,NA,-35.3,139.6,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",15.84,374.43,2.80,19.97,NA,NA,NA,75.96,21.96
3682,Paul_Moorelands1996,"Paul, K.I., Roxburgh, S.H., England, J.R., et al., 2013a. Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings. Forest Ecology and Management 310, 483-494.",FShrub&Ac,Myrtaceae,Melaleuca,armillaris,NA,-35.3,139.6,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",15.84,374.43,3.10,21.04,NA,NA,NA,39.99,24.21
3715,Paul_Moorelands1996,"Paul, K.I., Roxburgh, S.H., England, J.R., et al., 2013a. Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings. Forest Ecology and Management 310, 483-494.",FShrub&Ac,Myrtaceae,Melaleuca,armillaris,NA,-35.3,139.6,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",15.84,374.43,2.70,18.70,NA,NA,NA,50.68,23.35
8188,Paul_Biddulph,Keryn Paul pers. com.,FShrub&Ac,Myrtaceae,Melaleuca,viminea,NA,-33.7,119.7,No,Natural,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",15.86,416.48,2.65,16.20,NA,NA,NA,63.76,20.49
8189,Paul_Biddulph,Keryn Paul pers. com.,FShrub&Ac,Myrtaceae,Melaleuca,viminea,NA,-33.7,119.7,No,Natural,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",15.86,416.48,3.35,20.57,NA,NA,NA,89.80,34.22
8190,Paul_Biddulph,Keryn Paul pers. com.,FShrub&Ac,Myrtaceae,Melaleuca,viminea,NA,-33.7,119.7,No,Natural,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",15.86,416.48,2.40,13.28,NA,NA,NA,45.58,19.84
8191,Paul_Biddulph,Keryn Paul pers. com.,FShrub&Ac,Myrtaceae,Melaleuca,viminea,NA,-33.7,119.7,No,Natural,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",15.86,416.48,2.50,17.50,NA,NA,NA,72.73,17.64
8192,Paul_Biddulph,Keryn Paul pers. com.,FShrub&Ac,Myrtaceae,Melaleuca,viminea,NA,-33.7,119.7,No,Natural,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",15.86,416.48,2.97,18.62,NA,NA,NA,46.79,17.98
8196,Paul_Biddulph,Keryn Paul pers. com.,FShrub&Ac,Myrtaceae,Melaleuca,viminea,NA,-33.7,119.7,No,Natural,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",15.86,416.48,3.34,22.41,NA,NA,NA,72.44,16.74
8197,Paul_Biddulph,Keryn Paul pers. com.,FShrub&Ac,Myrtaceae,Melaleuca,viminea,NA,-33.7,119.7,No,Natural,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",15.86,416.48,3.43,29.30,NA,NA,NA,100.60,30.00
8198,Paul_Biddulph,Keryn Paul pers. com.,FShrub&Ac,Myrtaceae,Melaleuca,viminea,NA,-33.7,119.7,No,Natural,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",15.86,416.48,3.17,26.27,NA,NA,NA,102.42,27.66
8199,Paul_Biddulph,Keryn Paul pers. com.,FShrub&Ac,Myrtaceae,Melaleuca,viminea,NA,-33.7,119.7,No,Natural,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",15.86,416.48,3.05,24.99,NA,NA,NA,84.41,24.85
8200,Paul_Biddulph,Keryn Paul pers. com.,FShrub&Ac,Myrtaceae,Melaleuca,viminea,NA,-33.7,119.7,No,Natural,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",15.86,416.48,3.03,27.32,NA,NA,NA,78.06,26.93
8201,Paul_Biddulph,Keryn Paul pers. com.,FShrub&Ac,Myrtaceae,Melaleuca,viminea,NA,-33.7,119.7,No,Natural,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",15.86,416.48,2.62,14.16,NA,NA,NA,27.93,8.02
8203,Paul_Biddulph,Keryn Paul pers. com.,FShrub&Ac,Myrtaceae,Melaleuca,viminea,NA,-33.7,119.7,No,Natural,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",15.86,416.48,3.10,23.66,NA,NA,NA,97.09,31.52
8217,Paul_Biddulph,Keryn Paul pers. com.,FShrub&Ac,Myrtaceae,Melaleuca,thyoides,NA,-33.7,119.7,No,Natural,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",15.86,416.48,2.59,25.22,NA,NA,NA,120.68,27.54
8218,Paul_Biddulph,Keryn Paul pers. com.,FShrub&Ac,Myrtaceae,Melaleuca,thyoides,NA,-33.7,119.7,No,Natural,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",15.86,416.48,3.01,27.03,NA,NA,NA,92.86,19.75
8219,Paul_Biddulph,Keryn Paul pers. com.,FShrub&Ac,Myrtaceae,Melaleuca,thyoides,NA,-33.7,119.7,No,Natural,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",15.86,416.48,2.40,23.99,NA,NA,NA,81.23,24.85
8220,Paul_Biddulph,Keryn Paul pers. com.,FShrub&Ac,Myrtaceae,Melaleuca,thyoides,NA,-33.7,119.7,No,Natural,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",15.86,416.48,2.46,21.27,NA,NA,NA,90.63,19.25
8221,Paul_Biddulph,Keryn Paul pers. com.,FShrub&Ac,Myrtaceae,Melaleuca,thyoides,NA,-33.7,119.7,No,Natural,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",15.86,416.48,1.85,14.54,NA,NA,NA,27.99,8.52
8222,Paul_Biddulph,Keryn Paul pers. com.,FShrub&Ac,Myrtaceae,Melaleuca,thyoides,NA,-33.7,119.7,No,Natural,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",15.86,416.48,1.89,10.83,NA,NA,NA,17.85,5.84
8223,Paul_Biddulph,Keryn Paul pers. com.,FShrub&Ac,Myrtaceae,Melaleuca,thyoides,NA,-33.7,119.7,No,Natural,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",15.86,416.48,2.69,18.88,NA,NA,NA,64.29,13.57
8224,Paul_Biddulph,Keryn Paul pers. com.,FShrub&Ac,Myrtaceae,Melaleuca,thyoides,NA,-33.7,119.7,No,Natural,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",15.86,416.48,1.65,8.56,NA,NA,NA,8.34,5.09
8225,Paul_Biddulph,Keryn Paul pers. com.,FShrub&Ac,Myrtaceae,Melaleuca,thyoides,NA,-33.7,119.7,No,Natural,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",15.86,416.48,1.90,10.45,NA,NA,NA,25.63,8.02
15863,Paul_Bowgada_6,Keryn Paul pers. com.,FShrub&Ac,Fabaceae,Acacia ,murrayana,NA,-29.2,116.3,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",20.21,311.32,3.40,11.10,9.07,9.42,NA,14.81,3.62
15864,Paul_Bowgada_6,Keryn Paul pers. com.,FShrub&Ac,Fabaceae,Acacia ,murrayana,NA,-29.2,116.3,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",20.21,311.32,5.20,32.00,21.70,21.46,NA,93.55,22.02
15865,Paul_Bowgada_6,Keryn Paul pers. com.,FShrub&Ac,Fabaceae,Acacia ,murrayana,NA,-29.2,116.3,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",20.21,311.32,4.40,20.73,20.18,19.64,NA,109.80,29.07
15866,Paul_Bowgada_6,Keryn Paul pers. com.,FShrub&Ac,Fabaceae,Acacia ,murrayana,NA,-29.2,116.3,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",20.21,311.32,3.70,10.20,10.00,10.31,NA,19.62,3.16
15867,Paul_Bowgada_6,Keryn Paul pers. com.,FShrub&Ac,Fabaceae,Acacia ,murrayana,NA,-29.2,116.3,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",20.21,311.32,4.50,17.50,NA,13.03,NA,34.68,15.10
15868,Paul_Bowgada_6,Keryn Paul pers. com.,FShrub&Ac,Fabaceae,Acacia ,murrayana,NA,-29.2,116.3,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",20.21,311.32,4.50,13.60,NA,11.91,NA,34.95,6.09
1133,McAurthur_AB4,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia,hemiteles,NA,-29.3,116.3,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.67,318.02,0.85,NA,NA,3.57,NA,0.91,0.13
1161,McAurthur_AP6BG,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia,hemiteles,NA,-29.4,116.5,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.85,316.61,1.40,NA,NA,1.00,NA,0.30,0.10
1163,McAurthur_AP6BG,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia,hemiteles,NA,-29.4,116.5,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.85,316.61,1.70,NA,NA,2.82,NA,1.65,0.43
1164,McAurthur_AP6BG,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia,hemiteles,NA,-29.4,116.5,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.85,316.61,1.60,NA,NA,4.35,NA,3.26,1.11
1165,McAurthur_AP6BG,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia,hemiteles,NA,-29.4,116.5,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.85,316.61,1.90,NA,NA,4.83,NA,4.11,1.39
1179,McAurthur_Fallow,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia,hemiteles,NA,-28.9,116.0,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.80,325.80,2.10,NA,NA,5.44,NA,3.64,1.44
1180,McAurthur_Fallow,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia,hemiteles,NA,-28.9,116.0,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.80,325.80,2.20,NA,NA,5.64,NA,4.31,1.44
1181,McAurthur_Fallow,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia,hemiteles,NA,-28.9,116.0,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.80,325.80,1.80,NA,NA,4.55,NA,2.90,1.22
1182,McAurthur_Fallow,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia,hemiteles,NA,-28.9,116.0,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.80,325.80,2.60,NA,NA,6.86,NA,6.83,2.25
1183,McAurthur_Fallow,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia,hemiteles,NA,-28.9,116.0,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.80,325.80,2.80,NA,NA,8.06,NA,11.21,5.59
1187,McAurthur_AP7BG,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia,murrayana,NA,-29.4,116.5,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.86,312.27,3.00,NA,NA,5.12,NA,3.48,1.49
1188,McAurthur_AP7BG,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia,murrayana,NA,-29.4,116.5,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.86,312.27,2.80,NA,NA,7.75,NA,9.24,2.23
1189,McAurthur_AP7BG,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia,murrayana,NA,-29.4,116.5,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.86,312.27,3.70,NA,NA,11.50,NA,28.08,5.98
1199,McAurthur_PRBG8,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia,murrayana,NA,-29.4,116.5,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.85,316.61,2.60,NA,NA,5.89,NA,4.86,1.39
1200,McAurthur_PRBG8,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia,murrayana,NA,-29.4,116.5,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.85,316.61,2.60,NA,NA,7.57,NA,9.24,1.77
1227,McAurthur_Lake1,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia,murrayana,NA,-28.9,116.0,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.83,326.23,3.50,12.63,NA,11.94,NA,27.29,7.19
1228,McAurthur_Lake2,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia,murrayana,NA,-28.9,116.0,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.83,326.23,2.30,4.76,NA,4.43,NA,2.62,0.95
1229,McAurthur_Lake3,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia,murrayana,NA,-28.9,116.0,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.83,326.23,1.90,4.64,NA,4.59,NA,2.34,0.73
1230,McAurthur_Lake3,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia,murrayana,NA,-28.9,116.0,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.83,326.23,2.80,10.34,NA,9.44,NA,12.75,3.34
1234,McAurthur_AP7BG,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia,victoriae,NA,-29.4,116.5,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.86,312.27,1.70,NA,NA,7.09,NA,5.50,1.27
1235,McAurthur_AP7BG,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia,victoriae,NA,-29.4,116.5,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.86,312.27,1.60,NA,NA,5.98,NA,6.02,1.39
1236,McAurthur_AP7BG,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia,victoriae,NA,-29.4,116.5,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.86,312.27,2.40,NA,NA,5.80,NA,6.25,1.80
1252,McAurthur_Lake0,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia,victoriae,NA,-28.9,116.0,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.83,326.23,2.20,8.36,NA,9.33,NA,9.44,6.30
1253,McAurthur_Lake0,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia,victoriae,NA,-28.9,116.0,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.83,326.23,2.30,6.27,NA,6.58,NA,12.80,1.82
1254,McAurthur_Lake2,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia,victoriae,NA,-28.9,116.0,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.83,326.23,2.70,8.75,NA,7.59,NA,8.71,6.27
1255,McAurthur_Lake1,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia,victoriae,NA,-28.9,116.0,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.83,326.23,NA,10.10,NA,7.55,11.04,33.05,13.35
1256,McAurthur_Lake1,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia,victoriae,NA,-28.9,116.0,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.83,326.23,NA,10.78,NA,9.88,9.69,29.15,10.88
1257,McAurthur_Lake1,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia,victoriae,NA,-28.9,116.0,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.83,326.23,NA,11.22,NA,10.05,8.47,25.12,12.84
3683,Paul_Moorelands1996,"Paul, K.I., Roxburgh, S.H., England, J.R., et al., 2013a. Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings. Forest Ecology and Management 310, 483-494.",FShrub&Ac,Fabaceae,Acacia,calamifolia,NA,-35.3,139.6,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",15.84,374.43,2.15,13.61,NA,NA,NA,45.14,18.86
1223,McAurthur_MorrisHill,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia,murrayana,NA,-28.9,116.0,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.83,326.23,2.70,7.63,NA,7.20,4.90,6.66,2.44
1224,McAurthur_MorrisHill,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia,murrayana,NA,-28.9,116.0,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.83,326.23,2.40,6.51,NA,5.73,4.94,5.25,1.49
1225,McAurthur_MorrisHill,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia,murrayana,NA,-28.9,116.0,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.83,326.23,2.20,4.47,NA,3.65,2.68,2.07,0.65
1226,McAurthur_BigBilly2,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia,murrayana,NA,-28.9,116.0,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.93,320.93,3.00,6.83,NA,6.04,5.29,6.61,2.25
894,Jonson_Williams,"Jonson and Freudenberger (2011). Resotre and sequester: Estimating biomass in native Austalian woodland exosystems for their carbon-funded restoration. Aust. J. Bot. 59, 640-653.",FShrub&Ac,Fabaceae,Acacia,saligna,NA,-34.3,119.1,No,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",16.00,516.73,11.20,NA,39.00,NA,39.78,737.42,91.42
895,Jonson_Williams,"Jonson and Freudenberger (2011). Resotre and sequester: Estimating biomass in native Austalian woodland exosystems for their carbon-funded restoration. Aust. J. Bot. 59, 640-653.",FShrub&Ac,Fabaceae,Acacia,saligna,NA,-34.3,119.1,No,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",16.00,516.73,9.60,NA,31.20,NA,27.25,269.21,42.20
896,Jonson_Williams,"Jonson and Freudenberger (2011). Resotre and sequester: Estimating biomass in native Austalian woodland exosystems for their carbon-funded restoration. Aust. J. Bot. 59, 640-653.",FShrub&Ac,Fabaceae,Acacia,saligna,NA,-34.3,119.1,No,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",16.00,516.73,6.00,14.60,14.05,NA,12.45,48.34,8.85
897,Jonson_Williams,"Jonson and Freudenberger (2011). Resotre and sequester: Estimating biomass in native Austalian woodland exosystems for their carbon-funded restoration. Aust. J. Bot. 59, 640-653.",FShrub&Ac,Fabaceae,Acacia,saligna,NA,-34.3,119.1,No,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",16.00,516.73,6.90,NA,18.90,NA,15.85,88.98,17.96
898,Jonson_Williams,"Jonson and Freudenberger (2011). Resotre and sequester: Estimating biomass in native Austalian woodland exosystems for their carbon-funded restoration. Aust. J. Bot. 59, 640-653.",FShrub&Ac,Fabaceae,Acacia,saligna,NA,-34.3,119.1,No,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",16.00,516.73,3.50,4.40,4.10,NA,3.58,2.25,1.19
899,Jonson_Williams,"Jonson and Freudenberger (2011). Resotre and sequester: Estimating biomass in native Austalian woodland exosystems for their carbon-funded restoration. Aust. J. Bot. 59, 640-653.",FShrub&Ac,Fabaceae,Acacia,saligna,NA,-34.3,119.1,No,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",16.00,516.73,7.30,9.90,9.35,NA,7.75,19.30,5.10
900,Jonson_Williams,"Jonson and Freudenberger (2011). Resotre and sequester: Estimating biomass in native Austalian woodland exosystems for their carbon-funded restoration. Aust. J. Bot. 59, 640-653.",FShrub&Ac,Fabaceae,Acacia,saligna,NA,-34.3,119.1,No,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",16.00,516.73,8.90,14.90,13.70,NA,10.70,38.87,6.54
966,Carter_Edmonds1,"Hawkins, C., Carter, J., Paul, K., Siggins, A., Opie, K., Oliver, Y., Short, T., Moore, A., Reeson, A., Almeida, A., Crawford, D., Jovanovic, T., Larmour, J. Bruce, J. (2010). Farming Landscapes for the future: Report to Avongro wheatbelt tree cropping. CSIRO Technical Report.",FShrub&Ac,Fabaceae,Acacia ,acuminata,NA,-31.1,116.6,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",17.83,400.03,4.50,12.70,NA,NA,NA,24.85,5.47
967,Carter_Edmonds1,"Hawkins, C., Carter, J., Paul, K., Siggins, A., Opie, K., Oliver, Y., Short, T., Moore, A., Reeson, A., Almeida, A., Crawford, D., Jovanovic, T., Larmour, J. Bruce, J. (2010). Farming Landscapes for the future: Report to Avongro wheatbelt tree cropping. CSIRO Technical Report.",FShrub&Ac,Fabaceae,Acacia ,acuminata,NA,-31.1,116.6,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",17.83,400.03,4.60,11.10,NA,NA,NA,21.25,5.74
968,Carter_Edmonds2,"Hawkins, C., Carter, J., Paul, K., Siggins, A., Opie, K., Oliver, Y., Short, T., Moore, A., Reeson, A., Almeida, A., Crawford, D., Jovanovic, T., Larmour, J. Bruce, J. (2010). Farming Landscapes for the future: Report to Avongro wheatbelt tree cropping. CSIRO Technical Report.",FShrub&Ac,Fabaceae,Acacia ,acuminata,NA,-31.9,116.8,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",17.77,441.93,2.80,6.70,NA,NA,NA,4.04,1.32
977,Carter_MacTaggart,"Hawkins, C., Carter, J., Paul, K., Siggins, A., Opie, K., Oliver, Y., Short, T., Moore, A., Reeson, A., Almeida, A., Crawford, D., Jovanovic, T., Larmour, J. Bruce, J. (2010). Farming Landscapes for the future: Report to Avongro wheatbelt tree cropping. CSIRO Technical Report.",FShrub&Ac,Fabaceae,Acacia ,acuminata,NA,-30.8,117.3,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",18.68,325.60,1.80,5.00,NA,NA,NA,3.07,0.51
1051,McAurthur_AP3,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia ,acuminata,NA,-29.3,116.3,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.92,311.98,0.80,NA,NA,1.50,NA,0.06,0.03
1052,McAurthur_AP3,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia ,acuminata,NA,-29.3,116.3,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.92,311.98,1.20,NA,NA,1.58,NA,0.30,0.13
1053,McAurthur_AP3,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia ,acuminata,NA,-29.3,116.3,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.92,311.98,1.35,NA,NA,2.54,NA,1.41,0.18
1056,McAurthur_AB4,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia ,acuminata,NA,-29.3,116.3,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.67,318.02,1.40,NA,NA,1.12,NA,0.25,0.03
1075,McAurthur_AP7BG,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia ,acuminata,NA,-29.4,116.5,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.86,312.27,2.30,NA,NA,1.96,NA,0.74,0.41
1076,McAurthur_AP7BG,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia ,acuminata,NA,-29.4,116.5,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.86,312.27,2.00,NA,NA,3.32,NA,1.46,0.25
1077,McAurthur_AP7BG,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia ,acuminata,NA,-29.4,116.5,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.86,312.27,1.70,NA,NA,3.20,NA,2.46,0.63
1126,McAurthur_BigBilly3,Geoff McArthur pers. com.,FShrub&Ac,Fabaceae,Acacia ,acuminata,NA,-28.9,116.0,Yes,Planted,Environmental planting,"Mediterranean Forests, Woodlands and Scrub",19.93,320.93,2.00,6.30,NA,6.56,NA,6.99,1.93
