ID,Site,Source,Habit6,Family,Genus,Species,Sub species,Lat*,Long*,Age<20?,Type of system,Type of system,EcoRegion,MAT,MAR,Tree height (m),Stem diameter at 10 cm height (cm),Stem diameter at 30 cm height (cm),Stem diameter at 50 cm height (cm),Stem diameter at 130 cm height (cm),Total AGB (DW kg),Total BGB (DW kg)_Estimated value based on adjustments to consider stump biomass & root excavation volume 
9516,Brand_Pardelup,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-34.7,117.4,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",14.77,774.27,18.80,NA,NA,23.30,20.10,186.26,58.260
9517,Brand_Pardelup,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-34.7,117.4,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",14.77,774.27,20.00,NA,NA,26.10,21.80,250.68,78.410
9518,Brand_Pardelup,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-34.7,117.4,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",14.77,774.27,17.50,NA,NA,18.40,16.50,133.01,41.600
9519,Brand_Brunswick,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-33.2,115.9,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",16.47,1028.92,25.30,NA,NA,26.30,23.30,327.02,45.450
9520,Brand_Brunswick,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-33.2,115.9,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",16.47,1028.92,25.00,NA,NA,19.20,18.00,205.67,28.590
9521,Brand_Brunswick,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-33.2,115.9,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",16.47,1028.92,26.40,NA,NA,24.30,22.60,360.68,50.130
9522,Brand_Brunswick,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-33.2,115.9,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",16.47,1028.92,24.70,NA,NA,24.90,25.60,376.81,52.380
9523,Brand_Brunswick,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-33.2,115.9,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",16.47,1028.92,21.80,NA,NA,22.50,20.20,183.50,25.510
9524,Brand_Brunswick,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-33.2,115.9,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",16.47,1028.92,15.10,NA,NA,12.10,10.90,54.37,7.560
9525,Brand_ScottRiver,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-34.2,115.4,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",16.60,1054.01,23.10,NA,NA,25.80,24.10,299.34,91.470
9526,Brand_ScottRiver,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-34.2,115.4,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",16.60,1054.01,19.20,NA,NA,19.60,18.70,118.68,36.270
9527,Brand_ScottRiver,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-34.2,115.4,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",16.60,1054.01,15.60,NA,NA,15.80,14.80,84.70,25.880
9528,Brand_ScottRiver,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-34.2,115.4,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",16.60,1054.01,17.40,NA,NA,20.10,18.70,117.65,35.950
9529,Brand_ScottRiver,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-34.2,115.4,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",16.60,1054.01,13.10,NA,NA,13.30,12.60,63.96,19.540
9530,Brand_ScottRiver,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-34.2,115.4,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",16.60,1054.01,14.00,NA,NA,13.10,11.70,51.92,15.870
9531,Brand_Greenbushes,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-33.8,116.1,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",15.21,859.18,26.70,NA,NA,27.90,21.50,286.59,59.580
9532,Brand_Greenbushes,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-33.8,116.1,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",15.21,859.18,28.80,NA,NA,31.80,26.40,413.07,85.870
9533,Brand_Greenbushes,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-33.8,116.1,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",15.21,859.18,17.60,NA,NA,14.60,13.50,76.06,15.810
9534,Brand_Greenbushes,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-33.8,116.1,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",15.21,859.18,24.20,NA,NA,26.10,23.90,306.43,63.700
9535,Brand_Greenbushes,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-33.8,116.1,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",15.21,859.18,30.20,NA,NA,35.80,32.60,694.62,144.400
9536,Brand_Greenbushes,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-33.8,116.1,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",15.21,859.18,17.40,NA,NA,10.80,10.20,70.34,14.620
9537,Brand_Collie,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-33.4,116.3,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",15.75,803.12,11.90,NA,NA,13.90,12.30,57.17,9.940
9538,Brand_Collie,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-33.4,116.3,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",15.75,803.12,13.90,NA,NA,14.90,13.00,68.02,11.820
9539,Brand_Collie,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-33.4,116.3,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",15.75,803.12,9.10,NA,NA,5.50,5.10,10.84,1.880
9540,Brand_Collie,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-33.4,116.3,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",15.75,803.12,14.30,NA,NA,17.60,15.40,90.13,15.660
9541,Brand_Collie,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-33.4,116.3,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",15.75,803.12,15.70,NA,NA,19.30,16.70,110.13,19.140
9542,Brand_Collie,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-33.4,116.3,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",15.75,803.12,14.20,NA,NA,15.40,13.80,61.21,10.640
9547,Brand_Bowelling,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-33.5,116.5,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",15.40,679.92,6.20,NA,NA,5.00,3.80,8.51,2.220
9545,Brand_Bowelling,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-33.5,116.5,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",15.40,679.92,6.00,NA,NA,3.90,3.40,5.02,1.310
9544,Brand_Bowelling,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-33.5,116.5,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",15.40,679.92,10.00,NA,NA,10.60,8.90,24.84,6.490
9548,Brand_Bowelling,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-33.5,116.5,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",15.40,679.92,11.30,NA,NA,13.90,12.30,58.41,15.270
9546,Brand_Bowelling,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-33.5,116.5,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",15.40,679.92,12.90,NA,NA,18.80,16.40,80.79,21.130
9543,Brand_Bowelling,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-33.5,116.5,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",15.40,679.92,9.20,NA,NA,7.40,6.70,15.21,3.980
9550,Brand_Cooranup,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-34.2,116.8,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",14.91,639.80,6.90,NA,NA,12.00,9.60,25.42,9.110
9553,Brand_Cooranup,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-34.2,116.8,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",14.91,639.80,6.90,NA,NA,10.70,7.80,26.45,9.480
9552,Brand_Cooranup,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-34.2,116.8,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",14.91,639.80,6.30,NA,NA,11.90,9.50,35.57,12.750
9554,Brand_Cooranup,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-34.2,116.8,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",14.91,639.80,4.70,NA,NA,8.10,5.20,12.94,4.640
9549,Brand_Cooranup,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-34.2,116.8,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",14.91,639.80,5.90,NA,NA,8.00,6.50,13.58,4.870
9551,Brand_Cooranup,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-34.2,116.8,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",14.91,639.80,3.20,NA,NA,4.90,NA,5.12,1.840
9555,Brand_Pardelup,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-34.7,117.4,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",14.77,774.27,17.00,NA,NA,21.30,19.50,156.50,44.100
9556,Brand_Pardelup,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-34.7,117.4,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",14.77,774.27,13.70,NA,NA,17.10,15.50,69.51,19.580
9557,Brand_Pardelup,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-34.7,117.4,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",14.77,774.27,12.00,NA,NA,13.70,11.90,46.90,13.210
9558,Brand_Pardelup,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-34.7,117.4,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",14.77,774.27,11.40,NA,NA,11.60,10.30,50.32,14.180
9559,Brand_Pardelup,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-34.7,117.4,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",14.77,774.27,9.50,NA,NA,7.70,6.50,12.79,3.600
9560,Brand_Denbarker,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-34.8,117.4,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",15.23,800.78,16.30,NA,NA,20.20,17.10,120.65,37.520
9561,Brand_Denbarker,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-34.8,117.4,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",15.23,800.78,14.90,NA,NA,15.10,13.90,73.07,22.730
9562,Brand_Denbarker,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-34.8,117.4,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",15.23,800.78,10.90,NA,NA,11.50,9.40,33.04,10.280
9563,Brand_Denbarker,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-34.8,117.4,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",15.23,800.78,10.90,NA,NA,8.60,7.60,18.00,5.600
9564,Brand_Denbarker,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-34.8,117.4,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",15.23,800.78,12.80,NA,NA,10.20,8.90,25.48,7.930
9565,Brand_Denbarker,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-34.8,117.4,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",15.23,800.78,8.80,NA,NA,14.70,12.50,35.63,12.710
9566,Brand_Denbarker,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-34.8,117.4,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",15.23,800.78,8.00,NA,NA,11.60,9.20,23.39,8.340
9567,Brand_Denbarker,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-34.8,117.4,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",15.23,800.78,6.20,NA,NA,9.10,7.70,16.85,6.010
9568,Brand_Denbarker,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-34.8,117.4,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",15.23,800.78,5.10,NA,NA,5.80,4.80,6.37,2.270
9569,Brand_Denbarker,"Brand, B.M. (1999). Quantifying biomass and carbon sequestration of plantation blu gums in south west Western Australia. Honours in Bachelor of Science at Curtin University of Technology. ",FTree,Myrtaceae,Eucalyptus,globulus,NA,-34.8,117.4,Yes,Planted,Hardwood Plantation,"Mediterranean Forests, Woodlands and Scrub",15.23,800.78,2.70,NA,NA,2.50,1.70,2.18,0.780
9907,Resh_Lewisham_Ir,"Resh, S.C., Mattaglia, M., Worledge, D., Ladiges, S. (2003). Coarse root biomass for eucalypt plantations in Tasmania, Australia: sources of variation and methods for assessmnet. Trees, 17, 389-399.",FTree,Myrtaceae,Eucalyptus,globulus,NA,-42.8,147.6,Yes,Planted,Hardwood Plantation,Temperate Broadleaf and Mixed Forests,12.68,575.97,20.12,NA,NA,NA,21.50,214.50,61.76
9908,Resh_Lewisham_Ir,"Resh, S.C., Mattaglia, M., Worledge, D., Ladiges, S. (2003). Coarse root biomass for eucalypt plantations in Tasmania, Australia: sources of variation and methods for assessmnet. Trees, 17, 389-399.",FTree,Myrtaceae,Eucalyptus,globulus,NA,-42.8,147.6,Yes,Planted,Hardwood Plantation,Temperate Broadleaf and Mixed Forests,12.68,575.97,19.37,NA,NA,NA,18.90,169.91,40.13
9909,Resh_Lewisham_Ir,"Resh, S.C., Mattaglia, M., Worledge, D., Ladiges, S. (2003). Coarse root biomass for eucalypt plantations in Tasmania, Australia: sources of variation and methods for assessmnet. Trees, 17, 389-399.",FTree,Myrtaceae,Eucalyptus,globulus,NA,-42.8,147.6,Yes,Planted,Hardwood Plantation,Temperate Broadleaf and Mixed Forests,12.68,575.97,21.97,NA,NA,NA,22.40,279.30,80.64
9910,Resh_Lewisham_Ir,"Resh, S.C., Mattaglia, M., Worledge, D., Ladiges, S. (2003). Coarse root biomass for eucalypt plantations in Tasmania, Australia: sources of variation and methods for assessmnet. Trees, 17, 389-399.",FTree,Myrtaceae,Eucalyptus,nitens,NA,-42.8,147.6,Yes,Planted,Hardwood Plantation,Temperate Broadleaf and Mixed Forests,12.68,575.97,22.51,NA,NA,NA,18.60,169.71,12.29
9911,Resh_Lewisham_Ir,"Resh, S.C., Mattaglia, M., Worledge, D., Ladiges, S. (2003). Coarse root biomass for eucalypt plantations in Tasmania, Australia: sources of variation and methods for assessmnet. Trees, 17, 389-399.",FTree,Myrtaceae,Eucalyptus,nitens,NA,-42.8,147.6,Yes,Planted,Hardwood Plantation,Temperate Broadleaf and Mixed Forests,12.68,575.97,24.60,NA,NA,NA,24.70,279.63,23.10
9912,Resh_Lewisham_Ir,"Resh, S.C., Mattaglia, M., Worledge, D., Ladiges, S. (2003). Coarse root biomass for eucalypt plantations in Tasmania, Australia: sources of variation and methods for assessmnet. Trees, 17, 389-399.",FTree,Myrtaceae,Eucalyptus,nitens,NA,-42.8,147.6,Yes,Planted,Hardwood Plantation,Temperate Broadleaf and Mixed Forests,12.68,575.97,20.40,NA,NA,NA,20.80,186.20,15.69
9913,Resh_Westfield,"Resh, S.C., Mattaglia, M., Worledge, D., Ladiges, S. (2003). Coarse root biomass for eucalypt plantations in Tasmania, Australia: sources of variation and methods for assessmnet. Trees, 17, 389-399.",FTree,Myrtaceae,Eucalyptus,nitens,NA,-42.5,146.5,Yes,Planted,Hardwood Plantation,Temperate Broadleaf and Mixed Forests,7.90,1224.70,18.20,NA,NA,NA,22.90,179.77,33.18
9914,Resh_Westfield,"Resh, S.C., Mattaglia, M., Worledge, D., Ladiges, S. (2003). Coarse root biomass for eucalypt plantations in Tasmania, Australia: sources of variation and methods for assessmnet. Trees, 17, 389-399.",FTree,Myrtaceae,Eucalyptus,nitens,NA,-42.5,146.5,Yes,Planted,Hardwood Plantation,Temperate Broadleaf and Mixed Forests,7.90,1224.70,14.55,NA,NA,NA,12.80,42.71,6.86
9915,Resh_Westfield,"Resh, S.C., Mattaglia, M., Worledge, D., Ladiges, S. (2003). Coarse root biomass for eucalypt plantations in Tasmania, Australia: sources of variation and methods for assessmnet. Trees, 17, 389-399.",FTree,Myrtaceae,Eucalyptus,nitens,NA,-42.5,146.5,Yes,Planted,Hardwood Plantation,Temperate Broadleaf and Mixed Forests,7.90,1224.70,18.82,NA,NA,NA,18.30,98.05,15.72
9916,Resh_Westfield,"Resh, S.C., Mattaglia, M., Worledge, D., Ladiges, S. (2003). Coarse root biomass for eucalypt plantations in Tasmania, Australia: sources of variation and methods for assessmnet. Trees, 17, 389-399.",FTree,Myrtaceae,Eucalyptus,nitens,NA,-42.5,146.5,Yes,Planted,Hardwood Plantation,Temperate Broadleaf and Mixed Forests,7.90,1224.70,15.60,NA,NA,NA,16.90,87.98,16.55
9917,Resh_Westfield,"Resh, S.C., Mattaglia, M., Worledge, D., Ladiges, S. (2003). Coarse root biomass for eucalypt plantations in Tasmania, Australia: sources of variation and methods for assessmnet. Trees, 17, 389-399.",FTree,Myrtaceae,Eucalyptus,nitens,NA,-42.5,146.5,Yes,Planted,Hardwood Plantation,Temperate Broadleaf and Mixed Forests,7.90,1224.70,18.65,NA,NA,NA,23.40,215.36,28.86
9918,Resh_Westfield,"Resh, S.C., Mattaglia, M., Worledge, D., Ladiges, S. (2003). Coarse root biomass for eucalypt plantations in Tasmania, Australia: sources of variation and methods for assessmnet. Trees, 17, 389-399.",FTree,Myrtaceae,Eucalyptus,nitens,NA,-42.5,146.5,Yes,Planted,Hardwood Plantation,Temperate Broadleaf and Mixed Forests,7.90,1224.70,16.94,NA,NA,NA,11.80,51.24,7.35
9919,Resh_Westfield,"Resh, S.C., Mattaglia, M., Worledge, D., Ladiges, S. (2003). Coarse root biomass for eucalypt plantations in Tasmania, Australia: sources of variation and methods for assessmnet. Trees, 17, 389-399.",FTree,Myrtaceae,Eucalyptus,nitens,NA,-42.5,146.5,Yes,Planted,Hardwood Plantation,Temperate Broadleaf and Mixed Forests,7.90,1224.70,0.86,NA,NA,NA,1.88,0.31,0.23
9920,Resh_Westfield,"Resh, S.C., Mattaglia, M., Worledge, D., Ladiges, S. (2003). Coarse root biomass for eucalypt plantations in Tasmania, Australia: sources of variation and methods for assessmnet. Trees, 17, 389-399.",FTree,Myrtaceae,Eucalyptus,nitens,NA,-42.5,146.5,Yes,Planted,Hardwood Plantation,Temperate Broadleaf and Mixed Forests,7.90,1224.70,3.32,NA,NA,NA,3.64,6.36,2.50
9921,Resh_Westfield,"Resh, S.C., Mattaglia, M., Worledge, D., Ladiges, S. (2003). Coarse root biomass for eucalypt plantations in Tasmania, Australia: sources of variation and methods for assessmnet. Trees, 17, 389-399.",FTree,Myrtaceae,Eucalyptus,nitens,NA,-42.5,146.5,Yes,Planted,Hardwood Plantation,Temperate Broadleaf and Mixed Forests,7.90,1224.70,6.26,NA,NA,NA,8.52,19.10,6.59
