theta_RT,theta_MS,theta_HS,mean,sd
0.10812871501087859,0.3187883386464052,0.5045440640435896,-1.2473169040747303,0.46686704240491594
0.12493321058524415,0.3239557597053487,0.5586521260970632,-2.7006079068617566,1.144144824730201
0.14855086616179008,0.3259557015666159,0.5308862091929782,-1.7549462235072408,0.6740292756349919
0.13614882402527878,0.2612936420082965,0.5902014366911775,-2.0729591465650783,0.7828384594449544
0.10621542176642179,0.3525966271726215,0.48554334500630014,-1.3801549655412324,0.685496417398388
0.1395140816933173,0.2787802465839937,0.5647768367606071,-2.2694023772913017,0.7956385572024383
0.15711476110706338,0.27545520515715105,0.500466556605154,-1.9403078740685957,0.7085609545707716
0.15088469995150988,0.313973468386812,0.5753719743525608,-0.3635285188842996,0.5496665950802704
0.1487677962465203,0.29248707590966977,0.5135178396957212,-1.0399301354061785,0.5962148158011571
0.0670674778945155,0.2767370967044361,0.520529833579182,-2.68692651814207,0.7322632160723275
