theta_RT,theta_MS,theta_HS,mean,sd
0.13026771064125076,0.34523421621673445,0.6619599399633568,-2.6436629800766744,0.7295628840409696
0.17973885251263894,0.2842672638538086,0.5031372613608568,-0.16059561717350307,0.30259749254413326
0.07238431076503637,0.2929221460761178,0.5706669957139939,-2.1088897435951437,0.6424811062674207
0.14657048704529896,0.35457476602920257,0.49187404173940286,-0.6706072701494826,0.4013120323269992
0.1649152948472646,0.3541437434670315,0.5982287642087845,-1.0142819572631934,0.6874200997355073
0.08583896150338444,0.3761469681098605,0.6303676331516803,-1.150979219841362,0.6274084323106577
0.08716147880625805,0.371988605289722,0.5721686664450863,-1.6227094536824476,0.7439100328810744
0.14407810132345222,0.27554118367370206,0.553674565108606,0.02268367980785992,0.3363482678000729
0.1304278138076205,0.3762390413554833,0.4340682050860998,-1.7061386036174846,0.6252779662771712
0.12651185886951,0.3828885934674991,0.5017169654433931,-2.9332613321666696,1.458703575940694
