theta_RT,theta_MS,theta_HS,mean,sd
0.07635552144014665,0.2608855577987966,0.5889403307676406,-1.6090188704863404,0.8103920612714521
0.12915303793555405,0.36426022353531123,0.4863421671584532,-2.5000293390548327,0.7403717471654769
0.13391556644430638,0.34453787456995577,0.5351286034229303,-1.699042512141194,0.555432128635821
0.09173392188888607,0.455141414506296,0.5656865874267308,-0.638038147212565,0.5141287396110705
0.10285399274447624,0.3362361318811553,0.6812995715459093,-0.5350405965027165,0.44740050851080126
0.16313128169222113,0.35470187715388335,0.6800228245089334,-3.4355883229024515,1.1163650172217177
0.11032977156233031,0.44146857404185114,0.5489792749190836,-4.404399679904531,0.8697377100856885
0.10718455361287543,0.30220073210792847,0.5061440916815992,-1.6982595665642077,1.0486139726242716
0.14112726572048379,0.34594153637795105,0.6785533542121688,-0.32810687724822585,0.48409793579679783
0.09583145975785298,0.34099942445523196,0.5889252193472077,-0.47683211140431997,0.7988550767626934
