theta_RT,theta_MS,theta_HS,mean,sd
0.18745969517515226,0.4449363022816096,0.5425347007419328,-1.2559637543230011,0.7417726726071971
0.25333578906355975,0.3566529486879,0.5316129565736047,0.26767285409755825,0.11290831382222533
0.14856447028115694,0.3255173249524237,0.48775737974003286,-1.7491108430842455,0.7993962882231809
0.08795249815551354,0.39705571201016054,0.5464219708997515,-4.733953774105412,0.8232430277175606
0.13458891530224787,0.5085657587432525,0.5823580080234831,-1.3372037695665806,0.7269302104381736
0.10848945741536614,0.3205316612215428,0.6193779901901166,-0.4539968947860473,0.40698151112059766
0.06751571246080806,0.2736667105467444,0.5613365781302209,-3.2826611576377482,0.8449794041674474
0.11203130723032564,0.25090493929289304,0.4867802107677698,-1.8987778254601717,0.953482956208147
0.136829187546683,0.37356765393480457,0.5542489735883966,-1.1193541647055318,0.7982001396288896
0.13671319410929175,0.2954431448712085,0.5267072676755495,-3.327360239857538,0.8843566565691485
