theta_RT,theta_MS,theta_HS,mean,sd
0.06600955492825403,0.14358655956379834,0.5881593895032667,0.014276773263885845,1.185366405817424
0.43871283168164277,0.8102566390273077,0.9432692882589596,-0.1087557411297977,4.443993032646008
0.29986639970844986,0.5050768717208676,0.7014508755663311,-0.7684911239661747,0.7361940768516706
0.0652759783251021,0.20715194010757026,0.31320637344637686,-0.7098289766204138,4.806043043464937
0.12576546306911818,0.20826411787671356,0.40420585147799115,1.6911197436906629,5.4454656544274265
0.05645637453956104,0.5979448567597938,0.7816890750510077,0.35271858243272824,5.778772832415415
0.21172207230757958,0.4787850209165273,0.7426212280452533,-1.4488219546171621,0.685716928362935
0.38200207198818353,0.41338258222931956,0.4535722034625247,1.9118212274930133,5.811653995971025
0.3557360062062215,0.5132588985490586,0.7809593021551241,-3.6466089516591165,5.520235520925922
0.13192887734421332,0.2195142082529466,0.8844213967160681,0.3487066000282831,6.916282616803767
