theta_RT,theta_MS,theta_HS,mean,sd
0.12293394994520887,0.2872698007557156,0.4964576089314375,-1.3989991557014108,0.6202368793264157
0.11433911765118654,0.2494093117542458,0.613241526385925,-0.7512546480540928,0.4144189904996287
0.12487777196353916,0.3422755309437803,0.5504692626605521,-2.0732117525718836,0.7048217263560608
0.1263502657723129,0.30991613841233534,0.5865640257550302,-1.1019882718806395,0.6932953784051676
0.10772410392256776,0.3170967450961069,0.5753138993839453,-0.4766035926185733,0.5027915530916227
0.12526711423633388,0.2672110658974878,0.4703709184962096,-1.6143602193832531,0.5639353993215634
0.12399947849971532,0.2848925891933857,0.4957538919883001,-3.4428821309730244,0.7766349428749153
0.07956980440112438,0.27567984410425217,0.5634662023471494,-0.769533284868448,0.44199068579792944
0.1030257034038797,0.311120161242044,0.48773692987235745,-2.4761506138978366,0.7069946509589409
0.13399254032192554,0.3510754320579339,0.5696244601008082,-1.7352741900602686,0.8380000170180402
