theta_RT,theta_MS,theta_HS,mean,sd
0.12094598299630427,0.31777143804301333,0.4560223879182057,-1.9706349575206576,0.7233769471471663
0.09781357477213437,0.24653985316190047,0.4929485445888929,-1.190591804590364,0.4078622475014526
0.08564250453450983,0.3019821036826178,0.5015425723947875,-1.7882745112662457,0.597696137113437
0.12596982692348463,0.2607551579602553,0.5246864650807591,-2.7640012406973167,0.6793905627428254
0.15558596010625222,0.3190238367658159,0.4926412587027991,-1.7942845102629699,0.5799793009648757
0.11961060859140177,0.28523850991506533,0.5868385670436899,-0.5221173089607268,0.5167570378354136
0.08165487955112921,0.21728580103802342,0.5012234794231535,-2.9234562695153135,0.8267605755262142
0.09356361694780865,0.33240392083070974,0.5240674392935456,-3.3509998906584966,0.9213272229057523
0.0920760102971836,0.3227390561056831,0.5673811037723309,-0.9291018847308832,0.5091714934530434
0.08847451798513861,0.23249908512986628,0.531692046394893,-2.2695018377867853,0.5517549510115283
