theta_RT,theta_MS,theta_HS,mean,sd
0.22318988545309698,0.44509450651620486,0.6346791112392729,0.9924745862350461,4.062496160179997
0.07037749483792519,0.34317631237024365,0.8603792688534995,0.6045131206683053,2.191257445431618
0.3588516939141575,0.4394202161372262,0.6223513940134793,0.9836496616474949,3.7857455263154294
0.26776387036479316,0.5060087713532863,0.7222808605803506,0.7923453989588561,6.351795085535893
0.28353607741840287,0.6511140893272132,0.8583135221033025,0.14658829663643988,5.368381398102665
0.14723372322611794,0.31967265987239935,0.7660868254697446,1.4756862154005788,3.8177749487122306
0.06696390645700223,0.35141675212882456,0.3870458199275185,1.4292327981579473,7.472249686911007
0.2560042770592901,0.4218226686603719,0.6805871021116896,0.2889217447280589,1.1363854589176814
0.4847649290753108,0.8223654807941337,0.9049658736161892,0.8110434663646403,6.255769232750747
0.3865125583284079,0.7222703876090739,0.9123066607862831,-0.3758210783693323,5.1300843278679675
