theta_RT,theta_MS,theta_HS,mean,sd
0.17046114858434097,0.4055425400788727,0.7195769705363553,-1.334890422232975,0.8048656327526871
0.198108665397558,0.44235790718650714,0.6732031267698528,-4.021615913619395,1.237914797290689
0.13915472738882512,0.2300453628503356,0.6883443830566714,-0.766827989864699,0.48871598228727
0.1531294237042951,0.451580825765945,0.6536964084009185,-1.1105424521890048,0.9144362681955764
0.12734558952647132,0.38318382916997534,0.44216109135940307,-2.4521106154900463,0.7285607193674837
0.19260271618671815,0.3955134735697561,0.4945594377873334,-0.3294135921953163,0.3714293931178847
0.07055808772991196,0.1712275516908764,0.542255842443338,-3.1396424541333516,0.7839777660818004
0.19587169044385264,0.45446486382972306,0.6409935625956291,-3.3374557491250707,1.1935238695239647
0.12600515626095798,0.3269850805427543,0.7210038844896492,-0.4658329281938465,0.4057867914375768
0.1155924339051084,0.5083929721309264,0.6224440369602117,-3.2251573022802242,0.9302913886298714
