theta_RT,theta_MS,theta_HS,mean,sd
0.10486906521779768,0.2612255981006,0.5812104784907339,-1.0699838972001168,0.5866480513244432
0.1259062650391108,0.28534219321649357,0.5278376217979394,-1.569855978853422,0.60906473178436
0.13533122886336432,0.35021403339926643,0.5588207973925844,-3.0122699640462547,1.019097256409106
0.08269347847633474,0.23636337096318266,0.5379287164104796,-0.48181575335232113,0.38858512326469863
0.13420664416331587,0.30865046132047114,0.5790271227602334,-0.06518240985047553,0.34679042227970913
0.10618039928802173,0.3068668332649488,0.49646387868705466,-0.736568903720529,0.45277117967897684
0.1634253763915119,0.316365598423881,0.4973916288410603,-2.4218467751132917,0.7406448243009423
0.11514649482572473,0.3360265254679828,0.5415170734192899,-1.6978463560868804,0.5945361686232975
0.0949961119742598,0.21969604015206512,0.5097695932948904,-2.590418118321587,0.7758346699898644
0.12563772982513674,0.3081410417998893,0.4658228686621942,-0.581493213904913,0.5831871875532346
