theta_RT,theta_MS,theta_HS,mean,sd
0.06430698468344215,0.2742577853809484,0.5280727246823639,-5.397148483892292,0.784146107362198
0.06491798411589839,0.24763976815353783,0.4455189593983313,-0.9771528974355765,0.42620371805501933
0.12783408537271265,0.2825315779657203,0.5703174227377354,-1.2706556760194,0.8041486008804177
0.09720634238257261,0.3776299555312197,0.5227580287414785,-1.534047518864896,0.4767317761014489
0.10132109345117302,0.19649494898182995,0.5346420224073789,-2.0347561738051207,0.6586046090383502
0.09196431490081597,0.20049494112966798,0.5440018719022441,-3.1167455369223744,0.5603336420009786
0.14524773457065937,0.26738606542141546,0.5086727328659267,-1.872548618250507,0.8288768671929325
0.15501508266994155,0.30531718558563953,0.6368031367988007,-0.014425820996072848,0.34270697659423255
0.09455123954341307,0.20641944718939864,0.56327019755495,-1.8848104694282823,0.7377534379919326
0.14137972639791946,0.4148825993743213,0.7049302400892322,-3.029194328674946,1.1157219011742747
