theta_RT,theta_MS,theta_HS,mean,sd
0.08052837414711816,0.32861650552205396,0.5401838778749696,-2.228464066102277,0.6256623009121554
0.13008330033782933,0.3007548115575793,0.5704166644959641,-3.631621549177167,0.7580870770602177
0.12085079644798555,0.27664496375008857,0.5048648111971128,-2.7620548738016093,0.8181988404591789
0.09862133977445672,0.29890588684538955,0.6036222673893475,-1.310405066438279,0.7523163471515637
0.1429051482419929,0.2516247771012299,0.5077328051677709,-3.488013347936886,1.0354283285436416
0.1667747752703072,0.2640372141401204,0.5093410721883928,-4.169792328369859,0.9753367580957006
0.10004814146032048,0.2856715443717787,0.5649584111023875,-2.6209425990158786,0.8161952592009647
0.15617550871281238,0.28561584718310606,0.5070407857940404,-2.5539817477193134,0.8472351862373995
0.10317326855269982,0.24622242119588778,0.596420271934959,-4.405768706405287,1.1508647844437836
0.10437373491704577,0.19966072542683616,0.5701236432116437,-0.8833896156043638,0.4506934787693073
