"model","ssp_scenario","threshold_val","sample_id","Damage"
"CNRM-CM6-1-HR","ssp245",0.2,797,584408441.622797
"MPI-ESM1-2-LR","ssp245",0.2,797,485388293.110796
"ACCESS-CM2","ssp370",0.2,797,527803340.755732
"CNRM-CM6-1-HR","ssp370",0.2,797,601087071.726765
"MPI-ESM1-2-LR","ssp370",0.2,797,438883469.156997
"ACCESS-CM2","historical",0.5,797,364040939.260005
"CNRM-CM6-1-HR","historical",0.5,797,462604712.475531
"MPI-ESM1-2-LR","historical",0.5,797,312821273.166323
"ACCESS-CM2","ssp126",0.5,797,284007080.584197
"CNRM-CM6-1-HR","ssp126",0.5,797,270025514.800906
"MPI-ESM1-2-LR","ssp126",0.5,797,364346486.402632
"ACCESS-CM2","ssp245",0.5,797,302537868.149769
"CNRM-CM6-1-HR","ssp245",0.5,797,235426762.78237
"MPI-ESM1-2-LR","ssp245",0.5,797,203052026.343818
"ACCESS-CM2","ssp370",0.5,797,337518858.611569
"CNRM-CM6-1-HR","ssp370",0.5,797,312902935.379401
"MPI-ESM1-2-LR","ssp370",0.5,797,186522992.340324
"ACCESS-CM2","historical",0.2,798,641231360.725602
"CNRM-CM6-1-HR","historical",0.2,798,860586511.316464
"MPI-ESM1-2-LR","historical",0.2,798,694270984.351094
"ACCESS-CM2","ssp126",0.2,798,648163757.773016
"CNRM-CM6-1-HR","ssp126",0.2,798,648159837.182042
"MPI-ESM1-2-LR","ssp126",0.2,798,724903096.004023
"ACCESS-CM2","ssp245",0.2,798,775811545.925808
"CNRM-CM6-1-HR","ssp245",0.2,798,615964136.93821
"MPI-ESM1-2-LR","ssp245",0.2,798,511630923.330814
"ACCESS-CM2","ssp370",0.2,798,556337167.430052
"CNRM-CM6-1-HR","ssp370",0.2,798,633551935.024446
"MPI-ESM1-2-LR","ssp370",0.2,798,462558334.795113
"ACCESS-CM2","historical",0.5,798,383691669.309202
"CNRM-CM6-1-HR","historical",0.5,798,487621930.080913
"MPI-ESM1-2-LR","historical",0.5,798,329673932.228588
"ACCESS-CM2","ssp126",0.5,798,299295894.335719
"CNRM-CM6-1-HR","ssp126",0.5,798,284596033.661008
"MPI-ESM1-2-LR","ssp126",0.5,798,384057577.390197
"ACCESS-CM2","ssp245",0.5,798,318839236.115546
"CNRM-CM6-1-HR","ssp245",0.5,798,248146263.058591
"MPI-ESM1-2-LR","ssp245",0.5,798,213991904.458379
"ACCESS-CM2","ssp370",0.5,798,355765087.923871
"CNRM-CM6-1-HR","ssp370",0.5,798,329829545.738847
"MPI-ESM1-2-LR","ssp370",0.5,798,196571396.481904
"ACCESS-CM2","historical",0.2,799,569700963.447896
"CNRM-CM6-1-HR","historical",0.2,799,764590262.475751
"MPI-ESM1-2-LR","historical",0.2,799,616790276.258239
"ACCESS-CM2","ssp126",0.2,799,575880771.30406
"CNRM-CM6-1-HR","ssp126",0.2,799,575874859.636427
"MPI-ESM1-2-LR","ssp126",0.2,799,644089271.660964
"ACCESS-CM2","ssp245",0.2,799,689241993.20563
"CNRM-CM6-1-HR","ssp245",0.2,799,547274426.878751
"MPI-ESM1-2-LR","ssp245",0.2,799,454610283.978656
"ACCESS-CM2","ssp370",0.2,799,494354317.906048
"CNRM-CM6-1-HR","ssp370",0.2,799,562910689.707111
"MPI-ESM1-2-LR","ssp370",0.2,799,410982111.312604
"ACCESS-CM2","historical",0.5,799,340907146.613168
"CNRM-CM6-1-HR","historical",0.5,799,433284949.723885
"MPI-ESM1-2-LR","historical",0.5,799,292900325.408784
"ACCESS-CM2","ssp126",0.5,799,265913868.533556
"CNRM-CM6-1-HR","ssp126",0.5,799,252885397.33539
"MPI-ESM1-2-LR","ssp126",0.5,799,341278467.122505
"ACCESS-CM2","ssp245",0.5,799,283306023.201643
"CNRM-CM6-1-HR","ssp245",0.5,799,220507831.817501
"MPI-ESM1-2-LR","ssp245",0.5,799,190138660.397238
"ACCESS-CM2","ssp370",0.5,799,316147766.919096
"CNRM-CM6-1-HR","ssp370",0.5,799,293098379.608419
"MPI-ESM1-2-LR","ssp370",0.5,799,174673380.441989
"ACCESS-CM2","historical",0.2,800,705426680.997254
"CNRM-CM6-1-HR","historical",0.2,800,946782929.057454
"MPI-ESM1-2-LR","historical",0.2,800,763685479.016139
"ACCESS-CM2","ssp126",0.2,800,713107530.851071
"CNRM-CM6-1-HR","ssp126",0.2,800,713100471.189152
"MPI-ESM1-2-LR","ssp126",0.2,800,797636258.954912
"ACCESS-CM2","ssp245",0.2,800,853392411.035759
"CNRM-CM6-1-HR","ssp245",0.2,800,677697921.628636
"MPI-ESM1-2-LR","ssp245",0.2,800,563000177.413762
"ACCESS-CM2","ssp370",0.2,800,612235099.836345
"CNRM-CM6-1-HR","ssp370",0.2,800,697078903.533873
"MPI-ESM1-2-LR","ssp370",0.2,800,508911624.832349
"ACCESS-CM2","historical",0.5,800,422136756.085114
"CNRM-CM6-1-HR","historical",0.5,800,536598690.00254
"MPI-ESM1-2-LR","historical",0.5,800,362657069.623559
"ACCESS-CM2","ssp126",0.5,800,329236052.02886
"CNRM-CM6-1-HR","ssp126",0.5,800,313163763.970185
"MPI-ESM1-2-LR","ssp126",0.5,800,422671270.142007
"ACCESS-CM2","ssp245",0.5,800,350806672.946115
"CNRM-CM6-1-HR","ssp245",0.5,800,273087855.118129
"MPI-ESM1-2-LR","ssp245",0.5,800,235431768.18315
"ACCESS-CM2","ssp370",0.5,800,391549280.396338
"CNRM-CM6-1-HR","ssp370",0.5,800,363013219.7939
"MPI-ESM1-2-LR","ssp370",0.5,800,216300854.953211
"ACCESS-CM2","historical",0.2,801,704072777.827393
"CNRM-CM6-1-HR","historical",0.2,801,944900672.136976
"MPI-ESM1-2-LR","historical",0.2,801,762372648.504019
"ACCESS-CM2","ssp126",0.2,801,711649142.053559
"CNRM-CM6-1-HR","ssp126",0.2,801,711656298.765134
"MPI-ESM1-2-LR","ssp126",0.2,801,795846974.000005
"ACCESS-CM2","ssp245",0.2,801,851920965.449182
"CNRM-CM6-1-HR","ssp245",0.2,801,676285428.512537
"MPI-ESM1-2-LR","ssp245",0.2,801,561679933.201935
"ACCESS-CM2","ssp370",0.2,801,610745719.147356
"CNRM-CM6-1-HR","ssp370",0.2,801,695583224.162841
"MPI-ESM1-2-LR","ssp370",0.2,801,507869930.079428
"ACCESS-CM2","historical",0.5,801,421263402.403646
"CNRM-CM6-1-HR","historical",0.5,801,535309704.478787
"MPI-ESM1-2-LR","historical",0.5,801,361993109.433083
"ACCESS-CM2","ssp126",0.5,801,328643381.703412
"CNRM-CM6-1-HR","ssp126",0.5,801,312453488.045366
"MPI-ESM1-2-LR","ssp126",0.5,801,421596454.644467
"ACCESS-CM2","ssp245",0.5,801,350070330.222651
"CNRM-CM6-1-HR","ssp245",0.5,801,272413935.423313
"MPI-ESM1-2-LR","ssp245",0.5,801,234955015.611197
"ACCESS-CM2","ssp370",0.5,801,390543584.895541
"CNRM-CM6-1-HR","ssp370",0.5,801,362067072.912082
"MPI-ESM1-2-LR","ssp370",0.5,801,215822565.401372
"ACCESS-CM2","historical",0.2,802,685204301.159033
"CNRM-CM6-1-HR","historical",0.2,802,919536048.67241
"MPI-ESM1-2-LR","historical",0.2,802,741993844.336687
"ACCESS-CM2","ssp126",0.2,802,692549132.792471
"CNRM-CM6-1-HR","ssp126",0.2,802,692564474.205287
"MPI-ESM1-2-LR","ssp126",0.2,802,774421102.963591
"ACCESS-CM2","ssp245",0.2,802,829171204.734692
"CNRM-CM6-1-HR","ssp245",0.2,802,658118639.60662
"MPI-ESM1-2-LR","ssp245",0.2,802,546547617.744549
"ACCESS-CM2","ssp370",0.2,802,594292648.723956
"CNRM-CM6-1-HR","ssp370",0.2,802,676886248.187008
"MPI-ESM1-2-LR","ssp370",0.2,802,494256243.332738
"ACCESS-CM2","historical",0.5,802,409956311.340962
"CNRM-CM6-1-HR","historical",0.5,802,520879500.787743
"MPI-ESM1-2-LR","historical",0.5,802,352319468.05223
"ACCESS-CM2","ssp126",0.5,802,319875409.543316
"CNRM-CM6-1-HR","ssp126",0.5,802,304070897.89189
"MPI-ESM1-2-LR","ssp126",0.5,802,410220928.011352
"ACCESS-CM2","ssp245",0.5,802,340709376.699967
"CNRM-CM6-1-HR","ssp245",0.5,802,265084814.940271
"MPI-ESM1-2-LR","ssp245",0.5,802,228674444.48688
"ACCESS-CM2","ssp370",0.5,802,380021660.438502
"CNRM-CM6-1-HR","ssp370",0.5,802,352298023.743016
"MPI-ESM1-2-LR","ssp370",0.5,802,210052553.048287
"ACCESS-CM2","historical",0.2,803,661752796.439708
"CNRM-CM6-1-HR","historical",0.2,803,888125136.970496
"MPI-ESM1-2-LR","historical",0.2,803,716416503.905302
"ACCESS-CM2","ssp126",0.2,803,668954784.073982
"CNRM-CM6-1-HR","ssp126",0.2,803,668954825.339029
"MPI-ESM1-2-LR","ssp126",0.2,803,748214737.745832
"ACCESS-CM2","ssp245",0.2,803,800612484.595267
"CNRM-CM6-1-HR","ssp245",0.2,803,635723208.932679
"MPI-ESM1-2-LR","ssp245",0.2,803,528128013.094385
"ACCESS-CM2","ssp370",0.2,803,574342908.071435
"CNRM-CM6-1-HR","ssp370",0.2,803,653904742.864627
"MPI-ESM1-2-LR","ssp370",0.2,803,477432201.220046
"ACCESS-CM2","historical",0.5,803,396004466.041629
"CNRM-CM6-1-HR","historical",0.5,803,503363273.390124
"MPI-ESM1-2-LR","historical",0.5,803,340236945.966485
"ACCESS-CM2","ssp126",0.5,803,308902317.553625
"CNRM-CM6-1-HR","ssp126",0.5,803,293815816.073464
"MPI-ESM1-2-LR","ssp126",0.5,803,396504372.967443
"ACCESS-CM2","ssp245",0.5,803,329157048.995492
"CNRM-CM6-1-HR","ssp245",0.5,803,256207782.086671
"MPI-ESM1-2-LR","ssp245",0.5,803,220897664.087306
"ACCESS-CM2","ssp370",0.5,803,367341442.040123
"CNRM-CM6-1-HR","ssp370",0.5,803,340551268.200202
"MPI-ESM1-2-LR","ssp370",0.5,803,202966216.149032
"ACCESS-CM2","historical",0.2,804,692594352.148157
"CNRM-CM6-1-HR","historical",0.2,804,929468835.739991
"MPI-ESM1-2-LR","historical",0.2,804,749960323.483951
"ACCESS-CM2","ssp126",0.2,804,700039099.360698
"CNRM-CM6-1-HR","ssp126",0.2,804,700049831.189451
"MPI-ESM1-2-LR","ssp126",0.2,804,782832686.360889
"ACCESS-CM2","ssp245",0.2,804,838071553.605125
"CNRM-CM6-1-HR","ssp245",0.2,804,665242368.622058
"MPI-ESM1-2-LR","ssp245",0.2,804,552497075.462576
"ACCESS-CM2","ssp370",0.2,804,600772006.322554
"CNRM-CM6-1-HR","ssp370",0.2,804,684222017.244691
"MPI-ESM1-2-LR","ssp370",0.2,804,499599838.813938
"ACCESS-CM2","historical",0.5,804,414393597.328441
"CNRM-CM6-1-HR","historical",0.5,804,526556723.111446
"MPI-ESM1-2-LR","historical",0.5,804,356111655.933079
"ACCESS-CM2","ssp126",0.5,804,323315112.115378
"CNRM-CM6-1-HR","ssp126",0.5,804,307372462.373137
"MPI-ESM1-2-LR","ssp126",0.5,804,414704889.391855
"ACCESS-CM2","ssp245",0.5,804,344395000.764693
"CNRM-CM6-1-HR","ssp245",0.5,804,267975922.616341
"MPI-ESM1-2-LR","ssp245",0.5,804,231145327.82188
"ACCESS-CM2","ssp370",0.5,804,384175120.698738
"CNRM-CM6-1-HR","ssp370",0.5,804,356152027.427278
"MPI-ESM1-2-LR","ssp370",0.5,804,212328683.40618
"ACCESS-CM2","historical",0.2,805,695959704.664522
"CNRM-CM6-1-HR","historical",0.2,805,933989394.607895
"MPI-ESM1-2-LR","historical",0.2,805,753608241.806682
"ACCESS-CM2","ssp126",0.2,805,703439074.846182
"CNRM-CM6-1-HR","ssp126",0.2,805,703453041.974496
"MPI-ESM1-2-LR","ssp126",0.2,805,786637535.378875
"ACCESS-CM2","ssp245",0.2,805,842149223.597603
"CNRM-CM6-1-HR","ssp245",0.2,805,668475155.033936
"MPI-ESM1-2-LR","ssp245",0.2,805,555179823.365022
"ACCESS-CM2","ssp370",0.2,805,603688795.563132
"CNRM-CM6-1-HR","ssp370",0.2,805,687548396.930455
"MPI-ESM1-2-LR","ssp370",0.2,805,502026651.182691
"ACCESS-CM2","historical",0.5,805,416401867.721944
"CNRM-CM6-1-HR","historical",0.5,805,529112276.628656
"MPI-ESM1-2-LR","historical",0.5,805,357838097.895557
"ACCESS-CM2","ssp126",0.5,805,324881938.996051
"CNRM-CM6-1-HR","ssp126",0.5,805,308864875.977924
"MPI-ESM1-2-LR","ssp126",0.5,805,416716511.880327
"ACCESS-CM2","ssp245",0.5,805,346064805.081209
"CNRM-CM6-1-HR","ssp245",0.5,805,269276389.789926
"MPI-ESM1-2-LR","ssp245",0.5,805,232264030.005627
"ACCESS-CM2","ssp370",0.5,805,386040221.5194
"CNRM-CM6-1-HR","ssp370",0.5,805,357882806.696487
"MPI-ESM1-2-LR","ssp370",0.5,805,213359773.092083
"ACCESS-CM2","historical",0.2,806,588246744.382982
"CNRM-CM6-1-HR","historical",0.2,806,789479094.26517
"MPI-ESM1-2-LR","historical",0.2,806,636882089.04233
"ACCESS-CM2","ssp126",0.2,806,594617509.760487
"CNRM-CM6-1-HR","ssp126",0.2,806,594606323.609178
"MPI-ESM1-2-LR","ssp126",0.2,806,665029921.244233
"ACCESS-CM2","ssp245",0.2,806,711676588.72003
"CNRM-CM6-1-HR","ssp245",0.2,806,565078645.381801
"MPI-ESM1-2-LR","ssp245",0.2,806,469381571.279482
"ACCESS-CM2","ssp370",0.2,806,510398618.351378
"CNRM-CM6-1-HR","ssp370",0.2,806,581214781.668162
"MPI-ESM1-2-LR","ssp370",0.2,806,424341911.231679
"ACCESS-CM2","historical",0.5,806,352002239.833601
"CNRM-CM6-1-HR","historical",0.5,806,447359999.522251
"MPI-ESM1-2-LR","historical",0.5,806,302434109.656912
"ACCESS-CM2","ssp126",0.5,806,274564315.943953
"CNRM-CM6-1-HR","ssp126",0.5,806,261087900.620171
"MPI-ESM1-2-LR","ssp126",0.5,806,352352819.07694
"ACCESS-CM2","ssp245",0.5,806,292499089.779404
"CNRM-CM6-1-HR","ssp245",0.5,806,227655808.292715
"MPI-ESM1-2-LR","ssp245",0.5,806,196315937.927499
"ACCESS-CM2","ssp370",0.5,806,326390886.458546
"CNRM-CM6-1-HR","ssp370",0.5,806,302596713.326512
"MPI-ESM1-2-LR","ssp370",0.5,806,180330066.411844
"ACCESS-CM2","historical",0.2,807,697864941.406731
"CNRM-CM6-1-HR","historical",0.2,807,936581280.23445
"MPI-ESM1-2-LR","historical",0.2,807,755588783.881744
"ACCESS-CM2","ssp126",0.2,807,705410484.428357
"CNRM-CM6-1-HR","ssp126",0.2,807,705409160.766254
"MPI-ESM1-2-LR","ssp126",0.2,807,788921185.112671
"ACCESS-CM2","ssp245",0.2,807,844348549.931394
"CNRM-CM6-1-HR","ssp245",0.2,807,670361671.386732
"MPI-ESM1-2-LR","ssp245",0.2,807,556819568.648165
"ACCESS-CM2","ssp370",0.2,807,605487643.349871
"CNRM-CM6-1-HR","ssp370",0.2,807,689505483.703804
"MPI-ESM1-2-LR","ssp370",0.2,807,503423200.221417
"ACCESS-CM2","historical",0.5,807,417580967.381471
"CNRM-CM6-1-HR","historical",0.5,807,530691272.169901
"MPI-ESM1-2-LR","historical",0.5,807,358800125.831234
"ACCESS-CM2","ssp126",0.5,807,325745252.887294
"CNRM-CM6-1-HR","ssp126",0.5,807,309749750.272229
"MPI-ESM1-2-LR","ssp126",0.5,807,417985771.399526
"ACCESS-CM2","ssp245",0.5,807,347025764.492896
"CNRM-CM6-1-HR","ssp245",0.5,807,270077114.246725
"MPI-ESM1-2-LR","ssp245",0.5,807,232906640.930994
"ACCESS-CM2","ssp370",0.5,807,387206700.608392
"CNRM-CM6-1-HR","ssp370",0.5,807,358973095.171562
"MPI-ESM1-2-LR","ssp370",0.5,807,213955428.298781
"ACCESS-CM2","historical",0.2,808,682141876.975546
"CNRM-CM6-1-HR","historical",0.2,808,915468921.785306
"MPI-ESM1-2-LR","historical",0.2,808,738572527.892776
"ACCESS-CM2","ssp126",0.2,808,689515211.161461
"CNRM-CM6-1-HR","ssp126",0.2,808,689519791.576978
"MPI-ESM1-2-LR","ssp126",0.2,808,771134823.392351
"ACCESS-CM2","ssp245",0.2,808,825350861.995055
"CNRM-CM6-1-HR","ssp245",0.2,808,655252690.83461
"MPI-ESM1-2-LR","ssp245",0.2,808,544268083.762289
"ACCESS-CM2","ssp370",0.2,808,591850690.437171
"CNRM-CM6-1-HR","ssp370",0.2,808,673967244.594447
"MPI-ESM1-2-LR","ssp370",0.2,808,492091520.444186
"ACCESS-CM2","historical",0.5,808,408168714.478268
"CNRM-CM6-1-HR","historical",0.5,808,518728255.388353
"MPI-ESM1-2-LR","historical",0.5,808,350724387.903144
"ACCESS-CM2","ssp126",0.5,808,318420618.81065
"CNRM-CM6-1-HR","ssp126",0.5,808,302786439.524792
"MPI-ESM1-2-LR","ssp126",0.5,808,408567483.068501
"ACCESS-CM2","ssp245",0.5,808,339230748.911716
"CNRM-CM6-1-HR","ssp245",0.5,808,264002277.20708
"MPI-ESM1-2-LR","ssp245",0.5,808,227670881.34367
"ACCESS-CM2","ssp370",0.5,808,378496274.421739
"CNRM-CM6-1-HR","ssp370",0.5,808,350892621.526877
"MPI-ESM1-2-LR","ssp370",0.5,808,209156896.644116
"ACCESS-CM2","historical",0.2,809,707534156.945429
"CNRM-CM6-1-HR","historical",0.2,809,949614758.36072
"MPI-ESM1-2-LR","historical",0.2,809,765964630.282751
"ACCESS-CM2","ssp126",0.2,809,715235059.301895
"CNRM-CM6-1-HR","ssp126",0.2,809,715217068.056724
"MPI-ESM1-2-LR","ssp126",0.2,809,800011757.142171
"ACCESS-CM2","ssp245",0.2,809,855915010.916223
"CNRM-CM6-1-HR","ssp245",0.2,809,679718884.228832
"MPI-ESM1-2-LR","ssp245",0.2,809,564672515.426486
"ACCESS-CM2","ssp370",0.2,809,614034464.003599
"CNRM-CM6-1-HR","ssp370",0.2,809,699149647.123449
"MPI-ESM1-2-LR","ssp370",0.2,809,510412900.201195
"ACCESS-CM2","historical",0.5,809,423405052.49489
"CNRM-CM6-1-HR","historical",0.5,809,538192343.098958
"MPI-ESM1-2-LR","historical",0.5,809,363737270.818687
"ACCESS-CM2","ssp126",0.5,809,330208846.995883
"CNRM-CM6-1-HR","ssp126",0.5,809,314070753.478671
"MPI-ESM1-2-LR","ssp126",0.5,809,423917467.765018
"ACCESS-CM2","ssp245",0.5,809,351822477.40611
"CNRM-CM6-1-HR","ssp245",0.5,809,273879623.807714
"MPI-ESM1-2-LR","ssp245",0.5,809,236123192.827241
"ACCESS-CM2","ssp370",0.5,809,392681546.672865
"CNRM-CM6-1-HR","ssp370",0.5,809,364066390.705776
"MPI-ESM1-2-LR","ssp370",0.5,809,216912951.331809
"ACCESS-CM2","historical",0.2,810,638237630.981856
"CNRM-CM6-1-HR","historical",0.2,810,856510848.60786
"MPI-ESM1-2-LR","historical",0.2,810,691094954.30912
"ACCESS-CM2","ssp126",0.2,810,645107041.170863
"CNRM-CM6-1-HR","ssp126",0.2,810,645127877.864945
"MPI-ESM1-2-LR","ssp126",0.2,810,721409329.593264
"ACCESS-CM2","ssp245",0.2,810,772325678.599174
"CNRM-CM6-1-HR","ssp245",0.2,810,613039472.444376
"MPI-ESM1-2-LR","ssp245",0.2,810,509158785.941675
"ACCESS-CM2","ssp370",0.2,810,553678214.03737
"CNRM-CM6-1-HR","ssp370",0.2,810,630540774.25747
"MPI-ESM1-2-LR","ssp370",0.2,810,460421566.358396
"ACCESS-CM2","historical",0.5,810,381870269.337547
"CNRM-CM6-1-HR","historical",0.5,810,485256392.223654
"MPI-ESM1-2-LR","historical",0.5,810,328173715.705408
"ACCESS-CM2","ssp126",0.5,810,297962921.28266
"CNRM-CM6-1-HR","ssp126",0.5,810,283296872.764417
"MPI-ESM1-2-LR","ssp126",0.5,810,382194638.185737
"ACCESS-CM2","ssp245",0.5,810,317422480.200083
"CNRM-CM6-1-HR","ssp245",0.5,810,246987234.120136
"MPI-ESM1-2-LR","ssp245",0.5,810,213030565.110008
"ACCESS-CM2","ssp370",0.5,810,354089552.303086
"CNRM-CM6-1-HR","ssp370",0.5,810,328253198.26256
"MPI-ESM1-2-LR","ssp370",0.5,810,195718891.776771
"ACCESS-CM2","historical",0.2,811,719305800.043152
"CNRM-CM6-1-HR","historical",0.2,811,965348828.552142
"MPI-ESM1-2-LR","historical",0.2,811,778830607.265832
"ACCESS-CM2","ssp126",0.2,811,727068326.713961
"CNRM-CM6-1-HR","ssp126",0.2,811,727073047.476245
"MPI-ESM1-2-LR","ssp126",0.2,811,813120506.755077
"ACCESS-CM2","ssp245",0.2,811,870323661.429107
"CNRM-CM6-1-HR","ssp245",0.2,811,690941041.389738
"MPI-ESM1-2-LR","ssp245",0.2,811,573889072.128138
"ACCESS-CM2","ssp370",0.2,811,624042782.650049
"CNRM-CM6-1-HR","ssp370",0.2,811,710667729.82543
"MPI-ESM1-2-LR","ssp370",0.2,811,518882028.831767
"ACCESS-CM2","historical",0.5,811,430395621.870227
"CNRM-CM6-1-HR","historical",0.5,811,546954063.539485
"MPI-ESM1-2-LR","historical",0.5,811,369826429.234111
"ACCESS-CM2","ssp126",0.5,811,335757942.923277
"CNRM-CM6-1-HR","ssp126",0.5,811,319252152.707196
"MPI-ESM1-2-LR","ssp126",0.5,811,430785775.420842
"ACCESS-CM2","ssp245",0.5,811,357679345.815024
"CNRM-CM6-1-HR","ssp245",0.5,811,278353202.146415
"MPI-ESM1-2-LR","ssp245",0.5,811,240056746.475042
"ACCESS-CM2","ssp370",0.5,811,399066736.393417
"CNRM-CM6-1-HR","ssp370",0.5,811,369967009.305439
"MPI-ESM1-2-LR","ssp370",0.5,811,220523105.007675
"ACCESS-CM2","historical",0.2,812,628101852.917442
"CNRM-CM6-1-HR","historical",0.2,812,843069290.573906
"MPI-ESM1-2-LR","historical",0.2,812,679816890.849013
"ACCESS-CM2","ssp126",0.2,812,635028664.131779
"CNRM-CM6-1-HR","ssp126",0.2,812,634995346.672851
"MPI-ESM1-2-LR","ssp126",0.2,812,710455597.450098
"ACCESS-CM2","ssp245",0.2,812,759650471.174017
"CNRM-CM6-1-HR","ssp245",0.2,812,603521169.789894
"MPI-ESM1-2-LR","ssp245",0.2,812,501519061.720181
"ACCESS-CM2","ssp370",0.2,812,545411316.396911
"CNRM-CM6-1-HR","ssp370",0.2,812,620814848.99737
"MPI-ESM1-2-LR","ssp370",0.2,812,453173293.128954
"ACCESS-CM2","historical",0.5,812,375937726.617835
"CNRM-CM6-1-HR","historical",0.5,812,478031742.123261
"MPI-ESM1-2-LR","historical",0.5,812,322870647.483663
"ACCESS-CM2","ssp126",0.5,812,293098026.392619
"CNRM-CM6-1-HR","ssp126",0.5,812,278916869.542728
"MPI-ESM1-2-LR","ssp126",0.5,812,376589635.189218
"ACCESS-CM2","ssp245",0.5,812,312384323.768921
"CNRM-CM6-1-HR","ssp245",0.5,812,243279578.25281
"MPI-ESM1-2-LR","ssp245",0.5,812,209639418.1631
"ACCESS-CM2","ssp370",0.5,812,348846881.265334
"CNRM-CM6-1-HR","ssp370",0.5,812,323439691.070932
"MPI-ESM1-2-LR","ssp370",0.5,812,192619184.246988
"ACCESS-CM2","historical",0.2,813,665590730.852305
"CNRM-CM6-1-HR","historical",0.2,813,893225091.116153
"MPI-ESM1-2-LR","historical",0.2,813,720725738.192521
"ACCESS-CM2","ssp126",0.2,813,672744078.866866
"CNRM-CM6-1-HR","ssp126",0.2,813,672760899.626902
"MPI-ESM1-2-LR","ssp126",0.2,813,752306758.949064
"ACCESS-CM2","ssp245",0.2,813,805416726.717283
"CNRM-CM6-1-HR","ssp245",0.2,813,639303183.640467
"MPI-ESM1-2-LR","ssp245",0.2,813,530953862.669383
"ACCESS-CM2","ssp370",0.2,813,577356208.874294
"CNRM-CM6-1-HR","ssp370",0.2,813,657546135.780271
"MPI-ESM1-2-LR","ssp370",0.2,813,480129924.976262
"ACCESS-CM2","historical",0.5,813,398231149.685452
"CNRM-CM6-1-HR","historical",0.5,813,506024307.850687
"MPI-ESM1-2-LR","historical",0.5,813,342230422.534644
"ACCESS-CM2","ssp126",0.5,813,310717298.897602
"CNRM-CM6-1-HR","ssp126",0.5,813,295401648.643015
"MPI-ESM1-2-LR","ssp126",0.5,813,398537549.982231
"ACCESS-CM2","ssp245",0.5,813,330984614.830275
"CNRM-CM6-1-HR","ssp245",0.5,813,257537287.550474
"MPI-ESM1-2-LR","ssp245",0.5,813,222139856.723696
"ACCESS-CM2","ssp370",0.5,813,369210508.259576
"CNRM-CM6-1-HR","ssp370",0.5,813,342276319.445298
"MPI-ESM1-2-LR","ssp370",0.5,813,204068185.200676
"ACCESS-CM2","historical",0.2,814,687449500.120422
"CNRM-CM6-1-HR","historical",0.2,814,922588767.068519
"MPI-ESM1-2-LR","historical",0.2,814,744318530.81883
"ACCESS-CM2","ssp126",0.2,814,694880365.484773
"CNRM-CM6-1-HR","ssp126",0.2,814,694881900.119197
"MPI-ESM1-2-LR","ssp126",0.2,814,777130406.298802
"ACCESS-CM2","ssp245",0.2,814,831767742.229814
"CNRM-CM6-1-HR","ssp245",0.2,814,660350587.704297
"MPI-ESM1-2-LR","ssp245",0.2,814,548500743.314856
"ACCESS-CM2","ssp370",0.2,814,596450935.742591
"CNRM-CM6-1-HR","ssp370",0.2,814,679208104.422313
"MPI-ESM1-2-LR","ssp370",0.2,814,495919051.242168
"ACCESS-CM2","historical",0.5,814,411348267.643723
"CNRM-CM6-1-HR","historical",0.5,814,522762782.075086
"MPI-ESM1-2-LR","historical",0.5,814,353456601.289055
"ACCESS-CM2","ssp126",0.5,814,320901057.122997
"CNRM-CM6-1-HR","ssp126",0.5,814,305139578.323735
"MPI-ESM1-2-LR","ssp126",0.5,814,411744510.332624
"ACCESS-CM2","ssp245",0.5,814,341869486.296494
"CNRM-CM6-1-HR","ssp245",0.5,814,266053846.264574
"MPI-ESM1-2-LR","ssp245",0.5,814,229444323.819483
"ACCESS-CM2","ssp370",0.5,814,381436310.337758
"CNRM-CM6-1-HR","ssp370",0.5,814,353617188.904441
"MPI-ESM1-2-LR","ssp370",0.5,814,210781259.632147
"ACCESS-CM2","historical",0.2,815,737232121.449285
"CNRM-CM6-1-HR","historical",0.2,815,989401565.170051
"MPI-ESM1-2-LR","historical",0.2,815,798226319.213616
"ACCESS-CM2","ssp126",0.2,815,745199555.283584
"CNRM-CM6-1-HR","ssp126",0.2,815,745212364.523685
"MPI-ESM1-2-LR","ssp126",0.2,815,833411276.940077
"ACCESS-CM2","ssp245",0.2,815,892028255.324914
"CNRM-CM6-1-HR","ssp245",0.2,815,708170152.819941
"MPI-ESM1-2-LR","ssp245",0.2,815,588222633.962556
"ACCESS-CM2","ssp370",0.2,815,639657396.800555
"CNRM-CM6-1-HR","ssp370",0.2,815,728400531.409022
"MPI-ESM1-2-LR","ssp370",0.2,815,531841428.200324
"ACCESS-CM2","historical",0.5,815,441124797.135499
"CNRM-CM6-1-HR","historical",0.5,815,560619112.511921
"MPI-ESM1-2-LR","historical",0.5,815,379049346.322716
"ACCESS-CM2","ssp126",0.5,815,344140872.157149
"CNRM-CM6-1-HR","ssp126",0.5,815,327252229.899439
"MPI-ESM1-2-LR","ssp126",0.5,815,441565232.948604
"ACCESS-CM2","ssp245",0.5,815,366641518.484641
"CNRM-CM6-1-HR","ssp245",0.5,815,285332306.052639
"MPI-ESM1-2-LR","ssp245",0.5,815,246061391.22731
"ACCESS-CM2","ssp370",0.5,815,409077982.344286
"CNRM-CM6-1-HR","ssp370",0.5,815,379242683.329666
