"model","ssp_scenario","threshold_val","sample_id","Damage"
"CNRM-CM6-1-HR","ssp370",0.5,178,378636864.624349
"MPI-ESM1-2-LR","ssp370",0.5,178,225657473.818922
"ACCESS-CM2","historical",0.2,179,686261813.110317
"CNRM-CM6-1-HR","historical",0.2,179,921077461.417381
"MPI-ESM1-2-LR","historical",0.2,179,742896699.050907
"ACCESS-CM2","ssp126",0.2,179,693755957.984649
"CNRM-CM6-1-HR","ssp126",0.2,179,693740757.536664
"MPI-ESM1-2-LR","ssp126",0.2,179,776029248.258615
"ACCESS-CM2","ssp245",0.2,179,830154741.232157
"CNRM-CM6-1-HR","ssp245",0.2,179,659312433.21194
"MPI-ESM1-2-LR","ssp245",0.2,179,547762751.984041
"ACCESS-CM2","ssp370",0.2,179,595672353.232338
"CNRM-CM6-1-HR","ssp370",0.2,179,678175663.520883
"MPI-ESM1-2-LR","ssp370",0.2,179,495095135.95521
"ACCESS-CM2","historical",0.5,179,410688267.868268
"CNRM-CM6-1-HR","historical",0.5,179,522083863.632589
"MPI-ESM1-2-LR","historical",0.5,179,352795859.311496
"ACCESS-CM2","ssp126",0.5,179,320278376.81059
"CNRM-CM6-1-HR","ssp126",0.5,179,304673556.133633
"MPI-ESM1-2-LR","ssp126",0.5,179,411250312.009928
"ACCESS-CM2","ssp245",0.5,179,341281345.707354
"CNRM-CM6-1-HR","ssp245",0.5,179,265698570.786632
"MPI-ESM1-2-LR","ssp245",0.5,179,229038729.838418
"ACCESS-CM2","ssp370",0.5,179,380963462.116765
"CNRM-CM6-1-HR","ssp370",0.5,179,353203146.606409
"MPI-ESM1-2-LR","ssp370",0.5,179,210428319.180963
"ACCESS-CM2","historical",0.2,180,731932258.054231
"CNRM-CM6-1-HR","historical",0.2,180,982326172.359079
"MPI-ESM1-2-LR","historical",0.2,180,792415471.856336
"ACCESS-CM2","ssp126",0.2,180,739879169.45216
"CNRM-CM6-1-HR","ssp126",0.2,180,739869573.536583
"MPI-ESM1-2-LR","ssp126",0.2,180,827528401.200466
"ACCESS-CM2","ssp245",0.2,180,885497991.034544
"CNRM-CM6-1-HR","ssp245",0.2,180,703126729.583669
"MPI-ESM1-2-LR","ssp245",0.2,180,584089312.072023
"ACCESS-CM2","ssp370",0.2,180,635156969.757996
"CNRM-CM6-1-HR","ssp370",0.2,180,723220455.982052
"MPI-ESM1-2-LR","ssp370",0.2,180,528018554.326863
"ACCESS-CM2","historical",0.5,180,437991847.757478
"CNRM-CM6-1-HR","historical",0.5,180,556693021.042311
"MPI-ESM1-2-LR","historical",0.5,180,376303253.432306
"ACCESS-CM2","ssp126",0.5,180,341630486.553999
"CNRM-CM6-1-HR","ssp126",0.5,180,324905335.899289
"MPI-ESM1-2-LR","ssp126",0.5,180,438485829.457773
"ACCESS-CM2","ssp245",0.5,180,363983369.090383
"CNRM-CM6-1-HR","ssp245",0.5,180,283312293.998831
"MPI-ESM1-2-LR","ssp245",0.5,180,244283690.242055
"ACCESS-CM2","ssp370",0.5,180,406195835.647282
"CNRM-CM6-1-HR","ssp370",0.5,180,376583208.692376
"MPI-ESM1-2-LR","ssp370",0.5,180,224416137.789931
"ACCESS-CM2","historical",0.2,181,674550495.206595
"CNRM-CM6-1-HR","historical",0.2,181,905355405.075819
"MPI-ESM1-2-LR","historical",0.2,181,730203381.605367
"ACCESS-CM2","ssp126",0.2,181,681923527.034846
"CNRM-CM6-1-HR","ssp126",0.2,181,681897572.763878
"MPI-ESM1-2-LR","ssp126",0.2,181,762794036.507907
"ACCESS-CM2","ssp245",0.2,181,815958134.581147
"CNRM-CM6-1-HR","ssp245",0.2,181,648065936.320313
"MPI-ESM1-2-LR","ssp245",0.2,181,538427079.617795
"ACCESS-CM2","ssp370",0.2,181,585515942.120453
"CNRM-CM6-1-HR","ssp370",0.2,181,666603414.148818
"MPI-ESM1-2-LR","ssp370",0.2,181,486644293.86374
"ACCESS-CM2","historical",0.5,181,403695857.771917
"CNRM-CM6-1-HR","historical",0.5,181,513189668.499589
"MPI-ESM1-2-LR","historical",0.5,181,346780509.538054
"ACCESS-CM2","ssp126",0.5,181,314815237.49846
"CNRM-CM6-1-HR","ssp126",0.5,181,299471333.844875
"MPI-ESM1-2-LR","ssp126",0.5,181,404245962.174542
"ACCESS-CM2","ssp245",0.5,181,335455642.48205
"CNRM-CM6-1-HR","ssp245",0.5,181,261166096.874928
"MPI-ESM1-2-LR","ssp245",0.5,181,225135690.857296
"ACCESS-CM2","ssp370",0.5,181,374464128.734355
"CNRM-CM6-1-HR","ssp370",0.5,181,347176050.834086
"MPI-ESM1-2-LR","ssp370",0.5,181,206829137.537702
"ACCESS-CM2","historical",0.2,182,796565539.615073
"CNRM-CM6-1-HR","historical",0.2,182,1069024921.66824
"MPI-ESM1-2-LR","historical",0.2,182,862513278.927723
"ACCESS-CM2","ssp126",0.2,182,805142364.569849
"CNRM-CM6-1-HR","ssp126",0.2,182,805146464.745792
"MPI-ESM1-2-LR","ssp126",0.2,182,900403071.315096
"ACCESS-CM2","ssp245",0.2,182,963827223.299842
"CNRM-CM6-1-HR","ssp245",0.2,182,765129538.565094
"MPI-ESM1-2-LR","ssp245",0.2,182,635478136.067433
"ACCESS-CM2","ssp370",0.2,182,690995967.00187
"CNRM-CM6-1-HR","ssp370",0.2,182,786963231.9767
"MPI-ESM1-2-LR","ssp370",0.2,182,574593144.37647
"ACCESS-CM2","historical",0.5,182,476613416.432164
"CNRM-CM6-1-HR","historical",0.5,182,605646128.4622
"MPI-ESM1-2-LR","historical",0.5,182,409552890.589733
"ACCESS-CM2","ssp126",0.5,182,371823377.436974
"CNRM-CM6-1-HR","ssp126",0.5,182,353508829.268308
"MPI-ESM1-2-LR","ssp126",0.5,182,476996418.914099
"ACCESS-CM2","ssp245",0.5,182,396070502.784286
"CNRM-CM6-1-HR","ssp245",0.5,182,308210846.483668
"MPI-ESM1-2-LR","ssp245",0.5,182,265830091.408847
"ACCESS-CM2","ssp370",0.5,182,441863921.296487
"CNRM-CM6-1-HR","ssp370",0.5,182,409642466.467387
"MPI-ESM1-2-LR","ssp370",0.5,182,244182247.326789
"ACCESS-CM2","historical",0.2,183,652141826.052013
"CNRM-CM6-1-HR","historical",0.2,183,875216965.167747
"MPI-ESM1-2-LR","historical",0.2,183,706039495.654886
"ACCESS-CM2","ssp126",0.2,183,659218486.962015
"CNRM-CM6-1-HR","ssp126",0.2,183,659207199.800284
"MPI-ESM1-2-LR","ssp126",0.2,183,737286419.41356
"ACCESS-CM2","ssp245",0.2,183,788982588.453795
"CNRM-CM6-1-HR","ssp245",0.2,183,626465517.017125
"MPI-ESM1-2-LR","ssp245",0.2,183,520398118.227045
"ACCESS-CM2","ssp370",0.2,183,565901347.671255
"CNRM-CM6-1-HR","ssp370",0.2,183,644362655.448206
"MPI-ESM1-2-LR","ssp370",0.2,183,470462556.27302
"ACCESS-CM2","historical",0.5,183,390250301.091364
"CNRM-CM6-1-HR","historical",0.5,183,495989568.071059
"MPI-ESM1-2-LR","historical",0.5,183,335299440.975947
"ACCESS-CM2","ssp126",0.5,183,304411978.564528
"CNRM-CM6-1-HR","ssp126",0.5,183,289491723.38403
"MPI-ESM1-2-LR","ssp126",0.5,183,390673036.634084
"ACCESS-CM2","ssp245",0.5,183,324325012.723716
"CNRM-CM6-1-HR","ssp245",0.5,183,252427255.393784
"MPI-ESM1-2-LR","ssp245",0.5,183,217670801.354308
"ACCESS-CM2","ssp370",0.5,183,361909251.408373
"CNRM-CM6-1-HR","ssp370",0.5,183,335516436.488433
"MPI-ESM1-2-LR","ssp370",0.5,183,199963998.911744
"ACCESS-CM2","historical",0.2,184,726030788.706949
"CNRM-CM6-1-HR","historical",0.2,184,974342450.638156
"MPI-ESM1-2-LR","historical",0.2,184,786181824.016898
"ACCESS-CM2","ssp126",0.2,184,733824517.398914
"CNRM-CM6-1-HR","ssp126",0.2,184,733835310.592729
"MPI-ESM1-2-LR","ssp126",0.2,184,820602553.967563
"ACCESS-CM2","ssp245",0.2,184,878537570.008345
"CNRM-CM6-1-HR","ssp245",0.2,184,697348085.936791
"MPI-ESM1-2-LR","ssp245",0.2,184,579143935.950363
"ACCESS-CM2","ssp370",0.2,184,629732872.064718
"CNRM-CM6-1-HR","ssp370",0.2,184,717237958.291464
"MPI-ESM1-2-LR","ssp370",0.2,184,523703490.379076
"ACCESS-CM2","historical",0.5,184,434391466.234707
"CNRM-CM6-1-HR","historical",0.5,184,551948423.036114
"MPI-ESM1-2-LR","historical",0.5,184,373299905.904503
"ACCESS-CM2","ssp126",0.5,184,338916538.992285
"CNRM-CM6-1-HR","ssp126",0.5,184,322187255.30454
"MPI-ESM1-2-LR","ssp126",0.5,184,434692295.667233
"ACCESS-CM2","ssp245",0.5,184,360995970.395154
"CNRM-CM6-1-HR","ssp245",0.5,184,280887156.348401
"MPI-ESM1-2-LR","ssp245",0.5,184,242291077.208041
"ACCESS-CM2","ssp370",0.5,184,402681164.843756
"CNRM-CM6-1-HR","ssp370",0.5,184,373310867.919707
"MPI-ESM1-2-LR","ssp370",0.5,184,222556563.395484
"ACCESS-CM2","historical",0.2,185,625773153.978432
"CNRM-CM6-1-HR","historical",0.2,185,839870667.131503
"MPI-ESM1-2-LR","historical",0.2,185,677408010.98881
"ACCESS-CM2","ssp126",0.2,185,632614147.134814
"CNRM-CM6-1-HR","ssp126",0.2,185,632602221.655661
"MPI-ESM1-2-LR","ssp126",0.2,185,707628385.541257
"ACCESS-CM2","ssp245",0.2,185,756999485.95321
"CNRM-CM6-1-HR","ssp245",0.2,185,601199984.319758
"MPI-ESM1-2-LR","ssp245",0.2,185,499495494.008574
"ACCESS-CM2","ssp370",0.2,185,543207304.475691
"CNRM-CM6-1-HR","ssp370",0.2,185,618404577.552714
"MPI-ESM1-2-LR","ssp370",0.2,185,451481222.100395
"ACCESS-CM2","historical",0.5,185,374498719.888289
"CNRM-CM6-1-HR","historical",0.5,185,476083608.761698
"MPI-ESM1-2-LR","historical",0.5,185,321718693.704334
"ACCESS-CM2","ssp126",0.5,185,292077734.013497
"CNRM-CM6-1-HR","ssp126",0.5,185,277855902.824321
"MPI-ESM1-2-LR","ssp126",0.5,185,375029394.497054
"ACCESS-CM2","ssp245",0.5,185,311251638.08233
"CNRM-CM6-1-HR","ssp245",0.5,185,242311819.570035
"MPI-ESM1-2-LR","ssp245",0.5,185,208881236.622627
"ACCESS-CM2","ssp370",0.5,185,347431253.801817
"CNRM-CM6-1-HR","ssp370",0.5,185,322103541.722129
"MPI-ESM1-2-LR","ssp370",0.5,185,191923510.926733
"ACCESS-CM2","historical",0.2,186,660156480.857182
"CNRM-CM6-1-HR","historical",0.2,186,886015118.346464
"MPI-ESM1-2-LR","historical",0.2,186,714664451.92354
"ACCESS-CM2","ssp126",0.2,186,667351366.309949
"CNRM-CM6-1-HR","ssp126",0.2,186,667341106.324131
"MPI-ESM1-2-LR","ssp126",0.2,186,746456275.090071
"ACCESS-CM2","ssp245",0.2,186,798619415.90582
"CNRM-CM6-1-HR","ssp245",0.2,186,634210618.427363
"MPI-ESM1-2-LR","ssp245",0.2,186,526884408.782736
"ACCESS-CM2","ssp370",0.2,186,572970157.694335
"CNRM-CM6-1-HR","ssp370",0.2,186,652349039.378381
"MPI-ESM1-2-LR","ssp370",0.2,186,476262791.081607
"ACCESS-CM2","historical",0.5,186,395057525.681642
"CNRM-CM6-1-HR","historical",0.5,186,502180264.575763
"MPI-ESM1-2-LR","historical",0.5,186,339392727.401459
"ACCESS-CM2","ssp126",0.5,186,308119508.038508
"CNRM-CM6-1-HR","ssp126",0.5,186,293082354.19621
"MPI-ESM1-2-LR","ssp126",0.5,186,395567643.358556
"ACCESS-CM2","ssp245",0.5,186,328315103.833958
"CNRM-CM6-1-HR","ssp245",0.5,186,255579020.254361
"MPI-ESM1-2-LR","ssp245",0.5,186,220337900.027675
"ACCESS-CM2","ssp370",0.5,186,366445920.095155
"CNRM-CM6-1-HR","ssp370",0.5,186,339734721.430926
"MPI-ESM1-2-LR","ssp370",0.5,186,202435057.620546
"ACCESS-CM2","historical",0.2,187,804149125.313375
"CNRM-CM6-1-HR","historical",0.2,187,1079166539.71846
"MPI-ESM1-2-LR","historical",0.2,187,870765888.514985
"ACCESS-CM2","ssp126",0.2,187,812788155.622191
"CNRM-CM6-1-HR","ssp126",0.2,187,812804995.181703
"MPI-ESM1-2-LR","ssp126",0.2,187,908903841.729642
"ACCESS-CM2","ssp245",0.2,187,973081353.859716
"CNRM-CM6-1-HR","ssp245",0.2,187,772383967.063704
"MPI-ESM1-2-LR","ssp245",0.2,187,641473178.97743
"ACCESS-CM2","ssp370",0.2,187,697527985.118865
"CNRM-CM6-1-HR","ssp370",0.2,187,794419994.788833
"MPI-ESM1-2-LR","ssp370",0.2,187,580074121.106218
"ACCESS-CM2","historical",0.5,187,481134115.696315
"CNRM-CM6-1-HR","historical",0.5,187,611353793.695982
"MPI-ESM1-2-LR","historical",0.5,187,413476819.766022
"ACCESS-CM2","ssp126",0.5,187,375402349.960793
"CNRM-CM6-1-HR","ssp126",0.5,187,356886467.339089
"MPI-ESM1-2-LR","ssp126",0.5,187,481489699.759574
"ACCESS-CM2","ssp245",0.5,187,399879511.686668
"CNRM-CM6-1-HR","ssp245",0.5,187,311139204.678532
"MPI-ESM1-2-LR","ssp245",0.5,187,268382488.66153
"ACCESS-CM2","ssp370",0.5,187,446052525.190125
"CNRM-CM6-1-HR","ssp370",0.5,187,413511820.530698
"MPI-ESM1-2-LR","ssp370",0.5,187,246540351.598089
"ACCESS-CM2","historical",0.2,188,631564831.377622
"CNRM-CM6-1-HR","historical",0.2,188,847591783.607248
"MPI-ESM1-2-LR","historical",0.2,188,683839812.862776
"ACCESS-CM2","ssp126",0.2,188,638373942.131836
"CNRM-CM6-1-HR","ssp126",0.2,188,638378329.780839
"MPI-ESM1-2-LR","ssp126",0.2,188,713917311.220026
"ACCESS-CM2","ssp245",0.2,188,764170777.197656
"CNRM-CM6-1-HR","ssp245",0.2,188,606652464.200481
"MPI-ESM1-2-LR","ssp245",0.2,188,503868249.990096
"ACCESS-CM2","ssp370",0.2,188,547896850.367761
"CNRM-CM6-1-HR","ssp370",0.2,188,623968846.688262
"MPI-ESM1-2-LR","ssp370",0.2,188,455582554.803805
"ACCESS-CM2","historical",0.5,188,377891703.594656
"CNRM-CM6-1-HR","historical",0.5,188,480217318.248767
"MPI-ESM1-2-LR","historical",0.5,188,324716704.626214
"ACCESS-CM2","ssp126",0.5,188,294803632.911391
"CNRM-CM6-1-HR","ssp126",0.5,188,280299357.789848
"MPI-ESM1-2-LR","ssp126",0.5,188,378218212.191273
"ACCESS-CM2","ssp245",0.5,188,314041848.111074
"CNRM-CM6-1-HR","ssp245",0.5,188,244386775.124693
"MPI-ESM1-2-LR","ssp245",0.5,188,210771361.93096
"ACCESS-CM2","ssp370",0.5,188,350367093.025606
"CNRM-CM6-1-HR","ssp370",0.5,188,324818066.101059
"MPI-ESM1-2-LR","ssp370",0.5,188,193616041.73959
"ACCESS-CM2","historical",0.2,189,593165144.270892
"CNRM-CM6-1-HR","historical",0.2,189,796042796.343378
"MPI-ESM1-2-LR","historical",0.2,189,642233511.407787
"ACCESS-CM2","ssp126",0.2,189,599575182.264129
"CNRM-CM6-1-HR","ssp126",0.2,189,599566955.016615
"MPI-ESM1-2-LR","ssp126",0.2,189,670528182.488154
"ACCESS-CM2","ssp245",0.2,189,717678371.643628
"CNRM-CM6-1-HR","ssp245",0.2,189,569776264.349455
"MPI-ESM1-2-LR","ssp245",0.2,189,473262469.500098
"ACCESS-CM2","ssp370",0.2,189,514627753.921027
"CNRM-CM6-1-HR","ssp370",0.2,189,586039343.722037
"MPI-ESM1-2-LR","ssp370",0.2,189,427896831.517437
"ACCESS-CM2","historical",0.5,189,354942231.661386
"CNRM-CM6-1-HR","historical",0.5,189,451056144.563261
"MPI-ESM1-2-LR","historical",0.5,189,304989810.515021
"ACCESS-CM2","ssp126",0.5,189,276898167.382519
"CNRM-CM6-1-HR","ssp126",0.5,189,263278573.749499
"MPI-ESM1-2-LR","ssp126",0.5,189,355262969.404751
"ACCESS-CM2","ssp245",0.5,189,294978143.7385
"CNRM-CM6-1-HR","ssp245",0.5,189,229553700.014015
"MPI-ESM1-2-LR","ssp245",0.5,189,197981562.921976
"ACCESS-CM2","ssp370",0.5,189,329102170.328445
"CNRM-CM6-1-HR","ssp370",0.5,189,305096190.012855
"MPI-ESM1-2-LR","ssp370",0.5,189,181861395.900971
"ACCESS-CM2","historical",0.2,190,636192417.965144
"CNRM-CM6-1-HR","historical",0.2,190,853806118.910226
"MPI-ESM1-2-LR","historical",0.2,190,688831600.191477
"ACCESS-CM2","ssp126",0.2,190,643064963.369821
"CNRM-CM6-1-HR","ssp126",0.2,190,643075527.026188
"MPI-ESM1-2-LR","ssp126",0.2,190,719186317.663433
"ACCESS-CM2","ssp245",0.2,190,769770373.352038
"CNRM-CM6-1-HR","ssp245",0.2,190,611112607.662929
"MPI-ESM1-2-LR","ssp245",0.2,190,507598248.537883
"ACCESS-CM2","ssp370",0.2,190,551975663.923639
"CNRM-CM6-1-HR","ssp370",0.2,190,628568299.064587
"MPI-ESM1-2-LR","ssp370",0.2,190,458943823.208253
"ACCESS-CM2","historical",0.5,190,380664235.06803
"CNRM-CM6-1-HR","historical",0.5,190,483776657.967678
"MPI-ESM1-2-LR","historical",0.5,190,327095275.21901
"ACCESS-CM2","ssp126",0.5,190,296968375.623473
"CNRM-CM6-1-HR","ssp126",0.5,190,282390040.409193
"MPI-ESM1-2-LR","ssp126",0.5,190,381036623.026609
"ACCESS-CM2","ssp245",0.5,190,316377692.106838
"CNRM-CM6-1-HR","ssp245",0.5,190,246215981.261802
"MPI-ESM1-2-LR","ssp245",0.5,190,212329653.165462
"ACCESS-CM2","ssp370",0.5,190,352996682.731404
"CNRM-CM6-1-HR","ssp370",0.5,190,327254274.587785
"MPI-ESM1-2-LR","ssp370",0.5,190,195070112.125196
"ACCESS-CM2","historical",0.2,191,745560479.994684
"CNRM-CM6-1-HR","historical",0.2,191,1000581089.02274
"MPI-ESM1-2-LR","historical",0.2,191,807275983.184109
"ACCESS-CM2","ssp126",0.2,191,753593520.452293
"CNRM-CM6-1-HR","ssp126",0.2,191,753596737.181216
"MPI-ESM1-2-LR","ssp126",0.2,191,842767648.606556
"ACCESS-CM2","ssp245",0.2,191,902100012.067585
"CNRM-CM6-1-HR","ssp245",0.2,191,716145094.801548
"MPI-ESM1-2-LR","ssp245",0.2,191,594803141.044534
"ACCESS-CM2","ssp370",0.2,191,646769167.064958
"CNRM-CM6-1-HR","ssp370",0.2,191,736583950.900868
"MPI-ESM1-2-LR","ssp370",0.2,191,537803485.065543
"ACCESS-CM2","historical",0.5,191,446098019.002802
"CNRM-CM6-1-HR","historical",0.5,191,566882178.971125
"MPI-ESM1-2-LR","historical",0.5,191,383324065.366554
"ACCESS-CM2","ssp126",0.5,191,348008972.914004
"CNRM-CM6-1-HR","ssp126",0.5,191,330877538.150892
"MPI-ESM1-2-LR","ssp126",0.5,191,446469421.266442
"ACCESS-CM2","ssp245",0.5,191,370708958.140317
"CNRM-CM6-1-HR","ssp245",0.5,191,288483220.345022
"MPI-ESM1-2-LR","ssp245",0.5,191,248806996.656821
"ACCESS-CM2","ssp370",0.5,191,413584485.500938
"CNRM-CM6-1-HR","ssp370",0.5,191,383427423.308817
"MPI-ESM1-2-LR","ssp370",0.5,191,228547579.019436
"ACCESS-CM2","historical",0.2,192,726524581.526558
"CNRM-CM6-1-HR","historical",0.2,192,975017756.606879
"MPI-ESM1-2-LR","historical",0.2,192,786618591.112303
"ACCESS-CM2","ssp126",0.2,192,734381033.511544
"CNRM-CM6-1-HR","ssp126",0.2,192,734377433.140903
"MPI-ESM1-2-LR","ssp126",0.2,192,821299665.948248
"ACCESS-CM2","ssp245",0.2,192,879040589.747432
"CNRM-CM6-1-HR","ssp245",0.2,192,697883310.497362
"MPI-ESM1-2-LR","ssp245",0.2,192,579681953.600989
"ACCESS-CM2","ssp370",0.2,192,630362614.480942
"CNRM-CM6-1-HR","ssp370",0.2,192,717810937.128501
"MPI-ESM1-2-LR","ssp370",0.2,192,524112211.927006
"ACCESS-CM2","historical",0.5,192,434740155.362659
"CNRM-CM6-1-HR","historical",0.5,192,552483569.003475
"MPI-ESM1-2-LR","historical",0.5,192,373557407.738793
"ACCESS-CM2","ssp126",0.5,192,339153640.731121
"CNRM-CM6-1-HR","ssp126",0.5,192,322491323.124703
"MPI-ESM1-2-LR","ssp126",0.5,192,435157408.376037
"ACCESS-CM2","ssp245",0.5,192,361316154.207435
"CNRM-CM6-1-HR","ssp245",0.5,192,281183909.101537
"MPI-ESM1-2-LR","ssp245",0.5,192,242498857.060098
"ACCESS-CM2","ssp370",0.5,192,403126501.446045
"CNRM-CM6-1-HR","ssp370",0.5,192,373720464.545601
"MPI-ESM1-2-LR","ssp370",0.5,192,222769973.363344
"ACCESS-CM2","historical",0.2,193,658750882.381016
"CNRM-CM6-1-HR","historical",0.2,193,884069994.104027
"MPI-ESM1-2-LR","historical",0.2,193,713205397.460247
"ACCESS-CM2","ssp126",0.2,193,665894979.133316
"CNRM-CM6-1-HR","ssp126",0.2,193,665887998.446172
"MPI-ESM1-2-LR","ssp126",0.2,193,744736015.556917
"ACCESS-CM2","ssp245",0.2,193,797007264.374673
"CNRM-CM6-1-HR","ssp245",0.2,193,632804789.35012
"MPI-ESM1-2-LR","ssp245",0.2,193,525658337.274432
"ACCESS-CM2","ssp370",0.2,193,571631895.767993
"CNRM-CM6-1-HR","ssp370",0.2,193,650882698.415578
"MPI-ESM1-2-LR","ssp370",0.2,193,475239958.812411
"ACCESS-CM2","historical",0.5,193,394202487.841721
"CNRM-CM6-1-HR","historical",0.5,193,501002317.678919
"MPI-ESM1-2-LR","historical",0.5,193,338710109.512516
"ACCESS-CM2","ssp126",0.5,193,307516748.735031
"CNRM-CM6-1-HR","ssp126",0.5,193,292438756.432307
"MPI-ESM1-2-LR","ssp126",0.5,193,394624350.814542
"ACCESS-CM2","ssp245",0.5,193,327637047.272962
"CNRM-CM6-1-HR","ssp245",0.5,193,254991912.335252
"MPI-ESM1-2-LR","ssp245",0.5,193,219891374.662062
"ACCESS-CM2","ssp370",0.5,193,365583262.821257
"CNRM-CM6-1-HR","ssp370",0.5,193,338915367.437789
"MPI-ESM1-2-LR","ssp370",0.5,193,202011875.202645
"ACCESS-CM2","historical",0.2,194,627185262.651579
"CNRM-CM6-1-HR","historical",0.2,194,841672042.430555
"MPI-ESM1-2-LR","historical",0.2,194,679122171.630083
"ACCESS-CM2","ssp126",0.2,194,633933257.547424
"CNRM-CM6-1-HR","ssp126",0.2,194,633936529.744594
"MPI-ESM1-2-LR","ssp126",0.2,194,708899107.625856
"ACCESS-CM2","ssp245",0.2,194,758917074.096144
"CNRM-CM6-1-HR","ssp245",0.2,194,602416471.99366
"MPI-ESM1-2-LR","ssp245",0.2,194,500328152.473986
"ACCESS-CM2","ssp370",0.2,194,544054221.832926
"CNRM-CM6-1-HR","ssp370",0.2,194,619601900.132349
"MPI-ESM1-2-LR","ssp370",0.2,194,452428369.479667
"ACCESS-CM2","historical",0.5,194,375273333.054824
"CNRM-CM6-1-HR","historical",0.5,194,476841523.696508
"MPI-ESM1-2-LR","historical",0.5,194,322496207.440604
"ACCESS-CM2","ssp126",0.5,194,292801366.541401
"CNRM-CM6-1-HR","ssp126",0.5,194,278360184.616892
"MPI-ESM1-2-LR","ssp126",0.5,194,375557797.919419
"ACCESS-CM2","ssp245",0.5,194,311897315.470114
"CNRM-CM6-1-HR","ssp245",0.5,194,242683770.651283
"MPI-ESM1-2-LR","ssp245",0.5,194,209337063.619263
"ACCESS-CM2","ssp370",0.5,194,347914239.825349
"CNRM-CM6-1-HR","ssp370",0.5,194,322528290.799147
"MPI-ESM1-2-LR","ssp370",0.5,194,192293460.455827
"ACCESS-CM2","historical",0.2,195,778460323.016046
"CNRM-CM6-1-HR","historical",0.2,195,1044846272.479
"MPI-ESM1-2-LR","historical",0.2,195,842689780.183406
"ACCESS-CM2","ssp126",0.2,195,786966609.89157
"CNRM-CM6-1-HR","ssp126",0.2,195,786943001.956394
"MPI-ESM1-2-LR","ssp126",0.2,195,880317629.776583
"ACCESS-CM2","ssp245",0.2,195,941645294.717386
"CNRM-CM6-1-HR","ssp245",0.2,195,747902534.76128
"MPI-ESM1-2-LR","ssp245",0.2,195,621371662.714571
"ACCESS-CM2","ssp370",0.2,195,675704280.697997
"CNRM-CM6-1-HR","ssp370",0.2,195,769300574.407721
"MPI-ESM1-2-LR","ssp370",0.2,195,561596253.43981
"ACCESS-CM2","historical",0.5,195,465867476.605864
"CNRM-CM6-1-HR","historical",0.5,195,592242898.659225
"MPI-ESM1-2-LR","historical",0.5,195,400175901.383285
"ACCESS-CM2","ssp126",0.5,195,363279629.86758
"CNRM-CM6-1-HR","ssp126",0.5,195,345586288.208401
"MPI-ESM1-2-LR","ssp126",0.5,195,466510559.072405
"ACCESS-CM2","ssp245",0.5,195,387095680.824686
"CNRM-CM6-1-HR","ssp245",0.5,195,301384420.686873
"MPI-ESM1-2-LR","ssp245",0.5,195,259788921.976624
"ACCESS-CM2","ssp370",0.5,195,432134382.319063
"CNRM-CM6-1-HR","ssp370",0.5,195,400655297.740422
"MPI-ESM1-2-LR","ssp370",0.5,195,238668007.590166
"ACCESS-CM2","historical",0.2,196,803330661.178458
"CNRM-CM6-1-HR","historical",0.2,196,1078130960.16806
"MPI-ESM1-2-LR","historical",0.2,196,869741873.984132
"ACCESS-CM2","ssp126",0.2,196,812042180.595739
"CNRM-CM6-1-HR","ssp126",0.2,196,812048710.704999
"MPI-ESM1-2-LR","ssp126",0.2,196,908217290.307071
"ACCESS-CM2","ssp245",0.2,196,971943256.898385
"CNRM-CM6-1-HR","ssp245",0.2,196,771700440.745497
"MPI-ESM1-2-LR","ssp245",0.2,196,641039467.629717
"ACCESS-CM2","ssp370",0.2,196,697106270.755946
"CNRM-CM6-1-HR","ssp370",0.2,196,793757772.813805
"MPI-ESM1-2-LR","ssp370",0.2,196,579543296.80033
"ACCESS-CM2","historical",0.5,196,480698266.94695
"CNRM-CM6-1-HR","historical",0.5,196,610967723.47987
"MPI-ESM1-2-LR","historical",0.5,196,413023534.880691
"ACCESS-CM2","ssp126",0.5,196,374981332.753857
"CNRM-CM6-1-HR","ssp126",0.5,196,356623690.4359
"MPI-ESM1-2-LR","ssp126",0.5,196,481239847.585867
"ACCESS-CM2","ssp245",0.5,196,399528784.814801
"CNRM-CM6-1-HR","ssp245",0.5,196,310959757.070058
"MPI-ESM1-2-LR","ssp245",0.5,196,268129251.323308
"ACCESS-CM2","ssp370",0.5,196,445832193.694258
"CNRM-CM6-1-HR","ssp370",0.5,196,413321366.17891
"MPI-ESM1-2-LR","ssp370",0.5,196,246348084.182813
"ACCESS-CM2","historical",0.2,197,724168709.75307
"CNRM-CM6-1-HR","historical",0.2,197,971776302.899082
"MPI-ESM1-2-LR","historical",0.2,197,784263690.604657
"ACCESS-CM2","ssp126",0.2,197,731890020.536484
"CNRM-CM6-1-HR","ssp126",0.2,197,731921538.866261
"MPI-ESM1-2-LR","ssp126",0.2,197,818327905.834381
"ACCESS-CM2","ssp245",0.2,197,876437207.386626
"CNRM-CM6-1-HR","ssp245",0.2,197,695485164.583222
"MPI-ESM1-2-LR","ssp245",0.2,197,577515722.646371
"ACCESS-CM2","ssp370",0.2,197,627964889.845375
"CNRM-CM6-1-HR","ssp370",0.2,197,715303817.316597
"MPI-ESM1-2-LR","ssp370",0.2,197,522354634.133393
"ACCESS-CM2","historical",0.5,197,433237017.929219
"CNRM-CM6-1-HR","historical",0.5,197,550379947.092792
